composition,target,mean
Ti0.600000La0.400000,0.64260875,0.2829731
Ca0.500000Sc0.250000Th0.250000,0.35738226,0.34285122
Mo0.250000Tm0.250000Tl0.500000,0.38893767,0.36506087
O0.600000Na0.050000Ba0.200000Bi0.150000,-2.0607487,-2.0613985
Si0.400000Lu0.200000Pt0.400000,-0.97824625,-1.022263
Ca0.250000Ti0.250000Ge0.500000,-0.21343773,-0.19648999
Ni0.750000Y0.083300In0.166700,-0.23342625,-0.2591163
Co0.250000Rb0.500000Gd0.250000,1.4656501,1.495549
Rb0.250000Tc0.500000Rh0.250000,1.6768522,1.6179183
Ca0.500000V0.250000Y0.250000,0.81321063,0.542681
Ba0.250000Gd0.500000Lu0.250000,0.32245361,0.29669246
Rb0.500000La0.250000Hf0.250000,1.3741008,1.3636582
As0.750000Yb0.250000,-0.41950847,-0.47389138
Cu0.250000Pd0.250000Sb0.250000Hf0.250000,-0.2757908,-0.2540055
Hg0.250000Pa0.500000Pu0.250000,0.12831726,0.23386917
Rb0.500000Rh0.250000Ta0.250000,2.0817353,2.087099
Ti0.250000As0.250000Pm0.500000,-0.19698263,-0.18051809
La0.250000Lu0.500000Hf0.250000,0.24081676,0.24523082
V0.250000In0.250000Os0.500000,0.17995391,0.19258475
Li0.222200O0.555600Sm0.222200,-2.4937624,-2.429524
Fe0.500000In0.250000W0.250000,0.27315932,0.24143589
Ni0.250000Sn0.250000Tb0.500000,-0.13961205,-0.14559609
Ag0.250000Cd0.500000W0.250000,0.80843436,0.8750059
B0.250000Fe0.250000Hf0.250000Hg0.250000,0.60959321,0.624057
Al0.250000Dy0.250000Hg0.500000,-0.24720039,-0.26015216
Pd0.250000Ag0.250000Au0.500000,-0.049029964,-0.04462254
La0.500000Sm0.250000Gd0.250000,0.10749894,0.086325586
Ca0.250000Pm0.250000Tb0.500000,0.49480143,0.49512684
Ge0.250000In0.250000Os0.500000,0.46924698,0.47235307
Al0.250000Si0.500000Bi0.250000,0.57045111,0.58499897
K0.250000Sc0.500000Rb0.250000,1.0337615,0.95651996
Si0.250000Rh0.500000Sm0.250000,-0.59394005,-0.6788162
Zn0.250000Dy0.500000U0.250000,0.4995534,0.46987364
Ca0.250000Nb0.500000Hg0.250000,0.77838905,0.8070199
Pb0.250000Pa0.500000U0.250000,0.38640472,0.4382012
Li0.500000Ni0.250000Pr0.250000,0.19626322,0.159509
Al0.500000Ti0.250000As0.250000,0.21069402,0.18556738
Na0.500000In0.250000Te0.250000,-0.44375327,-0.442212
Pd0.250000W0.250000Pa0.500000,0.033983225,0.03636071
O0.363600Cl0.181800Fe0.181800Sr0.272700,-2.4149438,-2.5602589
Ni0.500000Yb0.250000W0.250000,0.30506056,0.29297343
Ti0.250000V0.500000Mo0.250000,-0.030562397,-0.050296783
Sr0.500000Te0.250000Lu0.250000,-0.13257263,-0.12814426
Tc0.250000Eu0.250000Yb0.500000,0.38404473,0.43529764
Si0.250000Ru0.500000Er0.250000,-0.44204574,-0.4088924
Sc0.250000Co0.500000Y0.250000,-0.20347697,-0.16954583
K0.250000Sb0.500000Ba0.250000,-0.45753862,-0.4501878
B0.500000Ag0.250000Ac0.250000,0.86511614,0.8554018
O0.589700Co0.205100Sr0.205100,-1.9318149,-1.9666742
O0.600000Ti0.100000Fe0.100000Bi0.200000,-2.0413574,-2.010696
Ca0.250000Sc0.250000Re0.500000,0.86905079,0.91782296
Cu0.500000Tc0.500000,0.25968499,0.39066538
Rb0.250000Mo0.250000Ir0.500000,1.4207415,1.3954701
Na0.500000La0.250000Ta0.250000,1.0557073,0.16970941
Ag0.250000Ta0.250000Np0.500000,0.78074588,0.75408447
Al0.250000Ac0.750000,-0.041928863,0.0391331
Be0.250000Ga0.500000Tb0.250000,0.13086171,0.11369333
Ti0.125000Cu0.500000Zn0.125000Ge0.250000,-0.042924881,-0.006254792
Pd0.250000Yb0.250000Ac0.500000,-0.097561046,-0.10168666
V0.250000Co0.250000Zn0.250000Au0.250000,0.080940685,0.06582785
Ca0.250000Fe0.500000Rb0.250000,1.2742814,1.3027482
Li0.250000Ga0.250000Rh0.500000,-0.53589447,-0.60788214
Zr0.500000Gd0.250000Re0.250000,0.14947172,0.15650332
V0.500000Zn0.250000Pa0.250000,0.15131832,0.1392807
Sm0.250000Tm0.250000Bi0.500000,-0.5976395,-0.5640079
Ge0.500000Pm0.250000Th0.250000,-0.52788909,-0.5540037
S0.500000Cs0.250000Ce0.250000,-1.9404037,-1.8569614
Be0.500000Sn0.250000Pt0.250000,0.04938534,0.08985031
Sb0.250000Ce0.250000U0.500000,0.45696013,0.4218906
Al0.250000Ru0.500000Lu0.250000,-0.47320424,-0.47427815
Rb0.500000Mo0.250000Lu0.250000,1.6953773,1.7397864
As0.500000Ru0.250000Tb0.250000,-0.26700967,-0.3448956
Rh0.250000Ho0.500000Au0.250000,-0.84854531,-0.86410034
Fe0.500000Te0.250000Eu0.250000,0.18611911,0.18104309
Mo0.250000In0.250000Pb0.500000,0.84826226,0.8167677
Cu0.250000Ag0.250000Hg0.250000Tl0.250000,0.24386664,0.24420723
Sb0.250000Pt0.500000Th0.250000,-0.82793506,-0.8558608
O0.571400Na0.285700Ho0.142900,-1.6529117,-1.5490075
O0.625000Mn0.125000Se0.250000,-1.3870559,-1.3706973
Nb0.500000Nd0.250000Eu0.250000,0.8179287,0.82488346
Y0.250000Rh0.500000Ac0.250000,-0.62413038,-0.6071749
Si0.250000Pd0.250000Pr0.500000,-0.5999444,-0.5999571
Mg0.500000Co0.250000Gd0.250000,0.23565508,0.2215983
Rb0.500000Mo0.250000Ta0.250000,2.9702865,2.452115
Ge0.250000Zr0.250000Bi0.500000,0.20251065,0.18450052
Al0.250000Ru0.500000Pr0.250000,-0.12019703,-0.15738785
Na0.250000Ni0.500000Sn0.250000,0.0072598632,0.080566525
Si0.250000Hf0.250000Ta0.500000,-0.072735598,-0.07671875
Ti0.250000Cu0.250000Y0.500000,0.16537362,0.16814041
O0.571400Pd0.285700Er0.142900,-1.4572276,-1.5472792
Ca0.500000Cr0.250000Sn0.250000,-0.090597047,-0.10093671
Eu0.500000Ac0.250000Pa0.250000,0.57760758,0.56746775
O0.750000W0.250000,-2.4506611,-2.266005
Na0.500000Cu0.250000Ta0.250000,1.3899042,1.3399526
Ga0.250000Ge0.500000Ru0.250000,0.21784783,0.20935613
Fe0.125000Cu0.625000As0.250000,0.2114029,0.17619693
K0.250000Cr0.500000Ge0.250000,0.89291786,0.91566765
Pd0.250000Te0.500000Ho0.250000,-0.65746583,-0.6113882
Ni0.400000Zn0.200000Tb0.400000,-0.19900795,-0.16659582
S0.500000Br0.125000Re0.375000,-0.75161056,-0.60463583
Fe0.500000Pd0.250000Lu0.250000,0.036517979,0.043196708
Zr0.500000W0.250000Np0.250000,0.49088419,0.4970589
Sc0.250000Tb0.250000Bi0.500000,-0.34686062,-0.3479507
Mn0.250000La0.500000Pt0.250000,-0.30444573,-0.31263733
O0.571400Na0.071400Ga0.357100,-2.0876052,-2.13199
Sn0.250000Cs0.500000Ce0.250000,0.48949548,0.50190103
Fe0.500000Ga0.250000Cd0.250000,0.24406269,0.26534143
K0.500000Zr0.250000Pt0.250000,1.1207342,1.0959177
Co0.250000Tc0.250000Sb0.500000,0.27171627,0.26270986
Ga0.666700Y0.333300,-0.66099665,-0.6729275
Zr0.250000Rh0.500000Ac0.250000,-0.43736137,-0.43496722
Rh0.250000Au0.500000Tl0.250000,0.23837828,0.21886355
Sc0.250000Fe0.250000Tc0.500000,0.1222799,0.068193376
Sc0.250000Sn0.250000Bi0.500000,-0.095902159,-0.08477348
Be0.500000Ca0.250000Pb0.250000,0.45838651,0.42419723
Hf0.250000W0.500000Pb0.250000,0.63674252,0.63554263
Rh0.250000Bi0.500000U0.250000,0.37242641,0.42727822
Cd0.250000Er0.500000Re0.250000,0.0039481438,0.019619644
Mg0.250000Ag0.250000Re0.500000,1.0707798,1.055402
Be0.250000Na0.500000Sr0.250000,0.50957118,0.50982016
V0.250000Tc0.500000U0.250000,0.00043630875,-0.009609878
Si0.250000Cu0.500000Ta0.250000,0.094618639,0.08001748
Sb0.500000Pr0.250000Re0.250000,0.089325917,0.06527588
B0.250000Re0.500000Pt0.250000,0.6476407,0.63642395
In0.500000Yb0.250000Hg0.250000,-0.24361072,-0.24312973
Na0.250000Sb0.500000Ba0.250000,-0.48542118,-0.4130984
Cr0.500000Nd0.250000W0.250000,0.75191038,0.7398445
Mn0.250000Re0.500000Hg0.250000,0.8880398,0.91329217
Rh0.500000Ag0.250000Eu0.250000,-0.096343849,-0.09575862
Er0.250000Yb0.250000Ir0.500000,-0.64693067,-0.6642127
O0.571400As0.142900Cs0.285700,-1.5290438,-1.5521151
Ge0.250000Dy0.250000Ir0.500000,-0.36083822,-0.4198972
Ga0.250000Ge0.500000Gd0.250000,-0.14709116,-0.1492306
V0.250000Co0.250000Lu0.250000Pb0.250000,0.11374022,0.13945109
Co0.500000Pd0.500000,0.084579165,0.19337738
V0.250000Gd0.500000Au0.250000,-0.12929772,-0.10273695
Ge0.500000Ag0.250000W0.250000,0.59967068,0.61865216
V0.500000Sb0.250000Pt0.250000,-0.050806346,-0.0016803741
Pd0.250000Sn0.500000Ba0.250000,-0.28651327,-0.33443356
Rb0.250000Pa0.500000U0.250000,1.4501716,1.4498098
Na0.250000In0.500000Ba0.250000,-0.26962578,-0.23266816
Li0.250000La0.250000Ac0.500000,0.16292194,0.1346995
Cd0.250000Cs0.500000Re0.250000,1.4860557,1.4149153
Sb0.250000Pu0.750000,-0.34468841,-0.28075784
In0.250000Ba0.250000Ac0.500000,-0.010216644,-0.008701086
Ag0.250000Pr0.250000Ta0.500000,0.79756065,0.7934437
Zr0.250000Re0.250000Au0.500000,0.23492798,0.19505861
Ni0.250000Ga0.250000Ir0.500000,-0.14627656,-0.12551975
Be0.250000Ni0.250000Cu0.500000,-0.05646283,-0.07394463
B0.500000Co0.250000La0.250000,0.66639607,0.7408358
Mg0.250000Mn0.750000,0.30900496,0.3600551
Ca0.250000Rh0.250000Tl0.500000,-0.17869341,-0.18674272
Be0.250000Zr0.500000Eu0.250000,0.49882876,0.46305323
Sc0.250000Cr0.250000As0.250000Zr0.250000,-0.1058711,-0.09460902
Rb0.250000Mo0.250000La0.500000,0.92346397,0.9499891
Si0.500000Ge0.250000Pm0.250000,0.12527691,0.11623797
Ti0.250000Co0.250000Sn0.250000Lu0.250000,-0.15332129,-0.119491816
Tb0.500000Hg0.250000Th0.250000,0.40553686,0.40552065
Cu0.500000Th0.250000U0.250000,0.28351611,0.34285763
K0.250000Rh0.250000Tl0.500000,0.22948858,0.22329193
Mn0.250000Ni0.500000U0.250000,0.23276464,0.13774863
Cl0.642900Cu0.071400Rb0.071400Nb0.214300,-1.4952207,-1.4357252
Sc0.500000Zr0.250000Ce0.250000,0.14953472,0.17963699
Mn0.250000La0.250000Th0.500000,0.34675293,0.36652952
Zn0.250000Er0.250000Tl0.500000,-0.043155985,-0.026630282
Mg0.250000Pr0.500000Eu0.250000,0.015906298,-0.0012168288
Ti0.500000Mo0.250000Pm0.250000,0.29943163,0.30010846
As0.250000Sb0.500000Er0.250000,-0.077323381,-0.10441476
Na0.500000Sn0.250000Tl0.250000,-0.18597706,-0.20624208
V0.250000Ag0.250000Hg0.500000,0.36818074,0.36704135
Cd0.500000Ac0.250000U0.250000,0.49134042,0.3727913
Ca0.250000Lu0.500000W0.250000,0.55449653,0.54087687
Ni0.250000W0.500000Os0.250000,0.31997012,0.2772539
O0.600000Ho0.200000Hf0.200000,-3.8023651,-3.833521
Rh0.500000Cs0.250000Bi0.250000,0.63342751,0.67426145
Si0.500000Ti0.500000,-0.78848303,-0.5870286
Se0.750000Tb0.250000,-0.70220956,-0.8891058
Rb0.250000Pd0.500000Os0.250000,1.2386239,1.2468482
Mg0.250000Pb0.500000Bi0.250000,0.071226633,0.06413853
Y0.250000Ta0.250000U0.500000,0.7677195,0.74148005
Fe0.500000Rb0.250000Pt0.250000,1.0567989,1.0761325
Be0.250000Sr0.250000Os0.500000,1.3604933,1.3262942
Ti0.250000Cr0.500000As0.250000,-0.13984508,-0.1392895
Nb0.250000Ce0.500000Tl0.250000,0.25213799,0.22206596
K0.250000Sr0.500000Pa0.250000,0.92283318,0.9114745
Eu0.250000Re0.500000Ir0.250000,0.77641966,0.76407564
P0.200000S0.600000Cd0.200000,-0.62739852,-0.66077447
Si0.250000In0.250000Hf0.500000,-0.041209651,-0.06507528
Ni0.500000Ba0.250000Gd0.250000,0.087558491,0.07780871
Cu0.250000Y0.250000Tc0.250000Sb0.250000,-0.016978039,-0.038341045
Te0.500000Ir0.250000Pa0.250000,-0.032483644,-0.009065747
Fe0.250000Lu0.250000Ir0.250000Pb0.250000,0.10829833,0.09405351
Ca0.250000Rh0.500000Sm0.250000,-0.55090023,-0.5590874
Mo0.250000Pt0.250000Tl0.500000,0.63608901,0.6854913
B0.500000Al0.250000Pr0.250000,0.59251407,0.5996838
Te0.250000Tm0.500000Ir0.250000,-0.655327,-0.6847311
Cr0.250000Mn0.250000Ir0.250000Bi0.250000,0.44369261,0.42030683
Ru0.250000Hf0.500000Th0.250000,0.064319635,0.05831039
Li0.250000Ni0.500000Pa0.250000,-0.10276336,-0.08722234
Zr0.500000Mo0.250000Pa0.250000,0.13285458,0.13028899
Y0.250000Tc0.500000Pr0.250000,0.35781168,0.35465753
B0.250000Na0.250000Fe0.500000,0.93597275,1.022703
Sr0.250000Gd0.500000Hf0.250000,0.4588937,0.48089525
Ti0.250000Ta0.500000Ac0.250000,0.69928825,0.7129525
V0.250000Cd0.250000W0.500000,0.72841104,0.7071676
Y0.250000Ce0.500000Au0.250000,-0.098495245,-0.10158491
Fe0.250000Ni0.250000Nb0.250000Sn0.250000,-0.13474182,-0.13428307
Al0.250000Cu0.250000Ir0.500000,-0.3660003,-0.4244961
Ca0.250000Fe0.250000Dy0.500000,0.42234338,0.46961528
Co0.250000Sb0.250000Tb0.500000,-0.0021178336,-0.013166189
Pr0.250000Gd0.500000Pa0.250000,0.39115025,0.4023275
Al0.250000Ni0.250000Ce0.500000,-0.13960396,-0.17392701
Cu0.333300Ge0.333300Ho0.333300,-0.6866388,-0.6307523
Ga0.250000As0.500000Hg0.250000,0.37903025,0.38849837
Ce0.500000Au0.250000Bi0.250000,-0.72110492,-0.73544264
Ga0.500000W0.250000Pt0.250000,0.056138375,0.07481301
Be0.250000Ba0.500000Nd0.250000,0.67163812,0.6660404
Na0.500000Dy0.250000Lu0.250000,0.43428997,0.4310668
K0.500000Ca0.250000Fe0.250000,0.88669705,0.85188544
Cu0.250000Ag0.500000Hf0.250000,0.09020619,0.096642256
Ru0.250000Nd0.500000Pu0.250000,0.7894632,0.23983592
N0.125000O0.375000Se0.125000Ag0.375000,-0.2112537,-0.4222504
Zn0.250000Tb0.250000Bi0.500000,0.053148254,0.03504625
Zr0.500000Dy0.500000,0.045820932,0.19394344
Ge0.500000Ru0.250000Te0.250000,0.58987455,0.5406165
Ca0.500000Hf0.250000Pt0.250000,0.22937776,0.2126534
Mo0.250000Hf0.250000Ac0.500000,0.76695818,0.7322613
O0.600000As0.200000Tm0.200000,-2.0790616,-2.222322
Li0.250000Tc0.250000In0.500000,0.044473996,0.049604446
B0.500000Ge0.250000Sn0.250000,1.4185469,1.3316271
Cr0.500000Sb0.250000Ba0.250000,0.54437931,0.59718025
O0.571400Si0.285700Nd0.142900,-1.7873445,-1.8765284
Si0.250000K0.250000Np0.500000,0.91584463,0.87782174
As0.250000Ta0.250000Pa0.500000,0.058239809,0.021829158
Ce0.500000Lu0.250000Pu0.250000,0.21672326,0.23762164
Mg0.250000Ge0.250000Hf0.500000,-0.017067285,-0.048078835
Yb0.500000W0.250000Bi0.250000,0.50612355,0.48546365
Ca0.250000Tb0.250000Er0.500000,0.34900439,0.33680838
V0.250000Co0.250000Rh0.250000Bi0.250000,0.21437657,0.21691763
Fe0.500000Co0.250000Nb0.250000,0.015745208,0.019189894
Be0.250000Ni0.250000Sb0.500000,0.45036704,0.4197993
Sc0.250000Ac0.500000U0.250000,0.57837041,0.5639392
Li0.500000Pd0.250000Pu0.250000,0.017429763,-0.043125033
Sc0.500000Rb0.250000Y0.250000,0.76520233,0.76828593
Zn0.250000In0.500000Sb0.250000,0.10203496,0.09495166
Sn0.250000Ce0.500000Eu0.250000,-0.37606501,-0.38868427
Fe0.250000Zr0.250000Pd0.250000Tl0.250000,-0.1142657,-0.1083079
Cu0.500000Cs0.250000Lu0.250000,0.62899227,0.6356644
Mn0.250000Ni0.500000Ta0.250000,-0.076705908,-0.08058941
Fe0.250000Nb0.250000La0.500000,0.68092292,0.58156335
Mn0.250000Pt0.250000Tl0.500000,0.27308245,0.24248159
Ce0.250000Er0.500000Pu0.250000,0.22930118,0.25075683
P0.333300Hf0.333300Os0.333300,-0.96842503,-1.0016264
Mn0.250000Cs0.250000Np0.500000,1.420209,1.4987171
Pm0.333300Pt0.333300Pb0.333300,-0.79444494,-0.8265035
Mg0.250000Cd0.250000U0.500000,0.7441747,0.71046126
Rb0.500000Ru0.250000La0.250000,1.4041279,1.4092455
Sc0.750000Cs0.250000,0.79920092,0.7232473
Fe0.250000Dy0.500000Np0.250000,0.90316327,0.7749078
Mg0.250000Cr0.250000Zn0.250000Cd0.250000,0.14523303,0.13794106
H0.083300O0.625000Ge0.291700,-1.6672826,-1.5892781
Zn0.333300Rh0.333300Tb0.333300,-0.50811758,-0.54435086
F0.571400Cl0.047600Br0.047600Ba0.333300,-3.9368343,-3.869494
Cl0.500000Zr0.500000,-1.4619125,-0.962867
Ho0.500000Hg0.250000Pu0.250000,0.66225545,0.6614171
B0.250000Lu0.250000Hg0.500000,0.4720446,0.5305867
Ti0.250000Ga0.500000Pt0.250000,-0.4732392,-0.43031317
Al0.500000Fe0.250000Mo0.250000,-0.062285795,-0.019769013
K0.750000Te0.250000,-0.66332595,-0.507607
Y0.250000La0.250000Re0.500000,0.66102048,0.6994137
Co0.250000Ga0.250000Zr0.250000Ir0.250000,-0.57753031,-0.5250125
La0.250000Tb0.250000Pu0.500000,0.42802918,0.3879103
Te0.500000Gd0.500000,-1.338679,-1.3447716
K0.250000Ni0.250000Sm0.500000,0.49542516,0.4877575
V0.500000Cu0.250000Re0.250000,-0.0011872413,0.0034307837
Si0.250000Sc0.250000Ge0.500000,0.092991928,0.09179953
Y0.250000Tc0.250000Tl0.500000,0.23941137,0.25699565
Mg0.500000Pd0.250000Ac0.250000,-0.11866687,-0.13037336
As0.500000Te0.250000Tb0.250000,-0.023650297,-0.05338949
B0.100000O0.600000K0.100000Ge0.200000,-2.1943227,-2.1189122
Tl0.250000Pa0.250000Np0.500000,0.57156643,0.16970941
Ga0.818200Rh0.181800,-0.34299994,-0.27491993
Cr0.250000Fe0.250000Zn0.250000Y0.250000,0.30995022,0.33464664
O0.500000Cu0.250000La0.250000,-2.6093126,-2.56497
V0.250000Sr0.250000W0.500000,1.3567905,1.3688166
C0.333300Y0.666700,-0.29775347,0.3123168
Li0.500000Os0.250000Ir0.250000,0.49416683,0.5368039
Ti0.500000Tc0.250000Ho0.250000,0.057797582,0.06585017
Rb0.250000Nb0.500000Tm0.250000,1.6330243,1.6468089
Tc0.500000Pm0.250000Hf0.250000,0.018134143,0.007211387
Nb0.250000Sn0.500000La0.250000,-0.18315569,-0.1600374
Cr0.250000Sr0.500000Te0.250000,-0.16773904,-0.13222712
Al0.500000Ga0.250000Sn0.250000,0.1411123,0.11800736
La0.250000Lu0.500000Tl0.250000,0.051810819,0.034137964
Sb0.250000Ir0.250000Au0.500000,0.25914224,0.25849932
Zn0.250000Ga0.500000Hg0.250000,0.16415422,0.15089574
Cd0.250000Ce0.500000Nd0.250000,-0.025489555,-0.0428555
Li0.250000Sn0.250000Nd0.500000,-0.48200392,-0.44516706
Pd0.250000Th0.250000Np0.500000,0.63345682,0.3507083
Na0.333300Mn0.333300Er0.333300,1.0537457,1.0790068
O0.571400Sr0.142900Dy0.285700,-3.6075234,-3.5559049
V0.250000Ba0.500000Th0.250000,0.98715209,1.0400069
La0.250000Gd0.500000Lu0.250000,0.15577067,0.14132571
O0.600000Cu0.200000Te0.200000,-1.3820665,-1.0697185
Sr0.500000Eu0.250000Pu0.250000,0.35825837,0.34311363
Ca0.250000Co0.250000Bi0.500000,0.065308865,0.057786614
Mg0.250000Ag0.500000Re0.250000,0.64197416,0.67179704
Si0.333300Ti0.333300Os0.333300,-0.31753413,-0.37950522
Be0.250000Mg0.250000Fe0.250000Tl0.250000,0.54911576,0.5615467
Cu0.250000Zn0.250000Ag0.250000Re0.250000,0.68021275,0.69605875
Sc0.250000Ho0.250000Pt0.500000,-1.196304,-1.2248046
O0.571400Pd0.285700Cs0.142900,-0.72707079,-0.93032587
Cu0.250000Mo0.250000Te0.500000,0.42447933,0.31536478
Mg0.527800Ge0.333300Sr0.138900,-0.4015955,-0.1863699
Li0.250000Si0.250000In0.500000,0.10575506,0.08627096
Sc0.250000Pd0.250000Tb0.500000,0.1523946,0.13979495
Rh0.250000Tb0.500000Er0.250000,0.24880054,0.24277413
O0.400000P0.600000,-0.87471405,-0.5722327
Ca0.333300As0.444400In0.222200,-0.84995625,-0.67441964
Zn0.250000Sr0.500000Pr0.250000,0.25056181,0.25480568
Cu0.250000Pd0.250000Os0.500000,0.66897322,0.63287354
Be0.250000Ru0.250000Hg0.500000,0.65960486,0.5960459
O0.600000Lu0.200000Re0.200000,-1.8164868,-2.6617804
Al0.250000Pd0.250000Bi0.500000,0.086208815,0.087061465
Zn0.500000Dy0.250000Yb0.250000,-0.33756823,-0.3374632
Sr0.500000Au0.500000,-0.73329421,-0.77670443
Ga0.250000In0.250000Yb0.500000,-0.50387188,-0.46971053
O0.571400Mg0.142900Sr0.285700,-2.172093,-2.276504
K0.250000Te0.250000Os0.500000,1.5893719,1.5898097
Ti0.250000Ho0.250000Lu0.500000,0.23200126,0.23023993
Ca0.250000Ag0.250000Cs0.500000,0.33271058,0.3077045
Er0.250000Re0.250000Pt0.500000,-0.14448247,-0.17189837
Mg0.250000Co0.250000Zr0.250000Sn0.250000,-0.13170651,-0.13683665
Al0.250000Ta0.500000U0.250000,0.1590224,0.19404176
Ga0.250000Nb0.250000Pd0.500000,-0.36713245,-0.39640486
Li0.250000Hf0.500000Bi0.250000,0.19724928,0.1522884
Ho0.250000Re0.500000Pa0.250000,0.098369017,0.14081338
Cs0.250000Ce0.500000Yb0.250000,0.52050028,0.50989854
Ni0.250000Cd0.250000Sb0.500000,0.30624108,0.29992175
Na0.250000Mg0.500000V0.250000,0.48934575,0.4946135
Ba0.250000Ho0.500000Yb0.250000,0.29345967,0.28965908
K0.250000Cu0.500000Os0.250000,1.3019955,1.2506893
Li0.250000B0.250000Ni0.250000Ru0.250000,0.20029345,0.1402703
Al0.250000Fe0.250000Zn0.250000Pt0.250000,-0.4076163,-0.43276328
Si0.500000Zn0.250000In0.250000,0.51660876,0.5260131
Te0.500000Ta0.250000Pa0.250000,-0.16260908,-0.105873525
Ge0.500000Rh0.250000Pa0.250000,-0.27624175,-0.28502607
O0.416700K0.166700Cd0.250000Cs0.166700,-1.3101792,-1.3795478
B0.250000Cu0.250000W0.250000Pt0.250000,0.56764665,0.547825
Sr0.500000Zr0.250000Pb0.250000,0.23414647,0.25269964
Li0.250000Ti0.500000Ta0.250000,0.26423186,0.2382744
Cd0.250000Hg0.500000Bi0.250000,0.11460408,0.1167061
B0.250000Ca0.250000Te0.500000,0.38537811,0.42456108
Mn0.250000Ba0.500000Hg0.250000,0.13317035,0.14944834
Mn0.250000In0.250000Pr0.500000,0.21865419,0.21640438
Zn0.500000Eu0.250000Tb0.250000,-0.16674481,-0.17200315
Nb0.500000Ag0.250000Ta0.250000,0.29828557,0.29912174
B0.500000Cs0.250000Hf0.250000,1.9646624,1.9031341
Co0.500000Ru0.250000Hf0.250000,0.013803956,-0.0662657
Ga0.250000Cs0.250000Os0.500000,1.9419231,1.8813881
B0.666700Mo0.166700Gd0.166700,-0.6104477,-0.6367097
O0.600000Cd0.200000Ac0.200000,-2.726139,-2.5636964
Y0.500000Dy0.250000Bi0.250000,-0.17432056,-0.14497113
Ho0.500000W0.250000Np0.250000,0.91079415,0.9492152
Li0.250000Tc0.500000Ac0.250000,0.74533707,0.76728857
O0.555600Ga0.222200Np0.222200,-2.5705049,-2.4979463
F0.500000Mg0.500000,-2.3862709,-2.635254
Nd0.250000Pm0.250000Pt0.500000,-1.0532278,-1.0275252
B0.250000Pr0.250000Tm0.500000,0.78652735,0.7503845
Cr0.250000Dy0.250000Ho0.500000,0.35454693,0.33724964
Cu0.500000Nd0.250000Pt0.250000,-0.32833607,-0.30735755
Si0.250000Cu0.500000Sb0.250000,0.29719765,0.3394767
Co0.250000Y0.500000Sn0.250000,-0.32274246,-0.27383745
Ca0.500000Cr0.250000Ta0.250000,1.13954,1.1665289
Sb0.500000Gd0.250000Np0.250000,-0.45887678,-0.44020122
Be0.250000Cr0.250000Ga0.250000W0.250000,0.15245097,0.14872605
Be0.250000Pd0.500000Ac0.250000,-0.13717798,-0.19189966
Co0.250000As0.500000Pb0.250000,0.5898932,0.5731508
Cr0.250000Zn0.250000Mo0.250000W0.250000,0.2722492,0.16970941
Ca0.250000Rh0.250000Ho0.500000,-0.14274289,-0.13927394
Al0.250000Si0.250000Rh0.500000,-0.80862753,-0.6610787
Cr0.250000Fe0.500000Ho0.250000,0.35996423,0.38940382
W0.250000Ir0.500000Pb0.250000,0.6653977,0.7137315
Cd0.500000Hf0.250000Pb0.250000,0.30320321,0.31129593
Mg0.400000Os0.600000,1.1887318,0.12949464
O0.636400Si0.181800Sc0.181800,-3.4588585,-3.3266788
Ga0.250000Ir0.250000Ac0.500000,-0.40756462,-0.4194138
Ag0.250000Yb0.500000Au0.250000,-0.69812338,-0.67932475
H0.444400Be0.111100N0.111100F0.333300,-1.8365052,-2.0279393
O0.250000Cu0.750000,-0.061616116,-0.40357977
Ti0.500000Cr0.250000Ge0.250000,-0.31400587,-0.23895556
Mg0.250000Co0.500000Pm0.250000,0.125613,0.14562827
Co0.500000Tm0.250000Au0.250000,-0.044738958,-0.06132227
Pm0.250000Yb0.250000Hf0.500000,0.54249781,0.55112374
Sc0.250000Ir0.500000Bi0.250000,-0.22646451,-0.25407302
S0.571400Ti0.357100Tl0.071400,-1.4867298,-1.4809742
Rh0.500000Eu0.250000Ir0.250000,0.02150896,0.03872481
Sr0.500000Rh0.250000Pm0.250000,0.32585446,0.3146237
Ga0.500000Ru0.250000Eu0.250000,-0.26975576,-0.3128314
Be0.250000Cs0.500000Ir0.250000,1.4630485,1.4604564
Sb0.250000Ho0.500000Re0.250000,-0.10735055,-0.13129038
Eu0.750000Ir0.250000,-0.23856858,-0.5112363
Pm0.250000Eu0.750000,0.064656512,0.056331784
Na0.500000Ga0.250000Ag0.250000,0.0084365527,0.004759133
Sc0.250000Mn0.250000Y0.500000,0.23837268,0.2551014
Ge0.250000Tm0.250000Ta0.500000,0.43469436,0.43557072
Ni0.250000Zn0.250000Sm0.500000,-0.28199465,-0.29492033
Na0.500000Al0.250000Si0.250000,0.33120789,0.29581475
O0.285700Cl0.285700Ca0.285700Cu0.142900,-2.2991501,-2.3899941
Mn0.250000Rh0.250000Bi0.500000,0.19848011,0.22238865
Ge0.400000Pt0.400000U0.200000,-0.53811596,-0.6100024
Be0.250000Hg0.500000Tl0.250000,0.60965025,0.60631174
Li0.500000Co0.250000Nd0.250000,0.33633578,0.32172796
V0.250000Lu0.250000Re0.500000,0.15564566,0.15165824
Sn0.500000Lu0.500000,-0.57829824,-0.5707449
Ru0.250000Ac0.250000Th0.500000,0.34496711,0.32997385
Rb0.250000Zr0.500000Er0.250000,1.1376453,1.1751654
