,composition,Eg
3613,Sm2P3Pt6,0.0
3614,ZnB12O24H10,4.6
3615,GaAs0.7Sb0.3,0.67
3616,GeSn,0.8
3617,Cu0.2Ga1.8Se2.8,1.86
3618,Cu23Sb8S26,0.0
3619,PmSbRh2,0.0
3620,PbS,0.31
3621,SnSe,1.2
3622,CdSiP2,1.8
3623,CaO,6.97
3624,Li2Co4O7F.8,0.0
3625,Li4.5Ga0.5TeO6,4.99
3626,CaZn5,0.0
3627,CsErZnSe3,2.63
3628,CaTe,4.3
3629,PbI2,2.56
3630,Pb0.87Sn0.13Se,0.02
3631,InPt3C,0.0
3632,U3Nb,0.0
3633,CoOF,0.0
3634,Ge0.88Si0.12,0.84
3635,La6Sb4S3O12,2.6
3636,Ce1.3Lu0.7S3,1.25
3637,InSb,0.18
3638,OsAs2,0.92
3639,AsNMg3,1.33
3640,ThOTe,1.45
3641,CdS,2.53
3642,SrMgSnSe4,2.0
3643,MnSe,2.5
3644,CdBr2,4.47
3645,Ni7P8O28,0.0
3646,GeO2,5.54
3647,PbS,0.39
3648,Pb0.8Sn0.2Se,0.08
3649,LiI,6.0
3650,MgF2,11.1
3651,PbGa2GeSe6,1.96
3652,ZnIn2Se4,1.82
3653,TmBPd3,0.0
3654,HgPt,0.0
3655,Li4WO5,0.0
3656,ZnTe,2.34
3657,TaGaS2,2.4
3658,TaGaS2,2.45
3659,Cu10Sb3,0.0
3660,KNb3Se2O12,3.46
3661,RbB5(H2O3)4.41,0.0
3662,ZrNiSb,0.55
3663,Cd6P7,0.85
3664,YSiRu,0.0
3665,Sm2Te3,0.7
3666,Bi2O3,2.86
3667,Te4MoW3S4.156,0.0
3668,InAs,0.41
3669,LaGaO3,4.4
3670,Tm2ZnAg,0.0
3671,Ag3AsSe3,2.18
3672,FeSi2,0.9
3673,Li3C,0.0
3674,CaGa3Ni2,0.0
3675,Na2Ga2SnS6,2.29
3676,Cd0.9Te0.9Al0.1Sb0.1,1.36
3677,GaAs,1.43
3678,CeSiOs,0.0
3679,InS,1.8
3680,SmSb2BO8,3.54
3681,Lu2InHg,0.0
3682,CdTe,1.45
3683,ZnSe,2.7
3684,CaGaGe,0.0
3685,Sr2ScSbO6,3.57
3686,Ca5B3O9F,6.53
3687,ErFeC2,0.0
3688,HoInPt,0.0
3689,Sr6Nb7O21,0.0
3690,Lu7Te2Pd2,0.0
3691,ZrCd,0.0
3692,Pb0.92Sn0.08Se,0.06
3693,CdGa2S4,3.44
3694,Tm2IrPd,0.0
3695,CsCdInSe3,2.4
3696,As2Te3,1.64
3697,Zn0.3S0.3Ga0.7P0.7,2.3
3698,CuIn2S3.5,1.43
3699,InN,2.1
3700,YbNdAg2,0.0
3701,Ba3ThSe7,1.96
3702,LiCa3As2H,1.4
3703,Nd4O3F7,0.0
3704,Mg2CrN2,0.0
3705,Cr2SbTe,0.0
3706,GaS,2.6
3707,Ta1.33Zr0.67O0.12N3.03,1.71
3708,KUO3Cl,2.37
3709,LiH3Se2O6,4.9
3710,EuIn2S4,1.5
3711,YbMn2O5,0.0
3712,Ag2CdGeS4,2.32
3713,Zn0.85Hg0.15Se,1.8
3714,ZnS,3.63
3715,Er2C3,0.0
3716,BeFe2Si,0.0
3717,Bi12TiO20,3.09
3718,TiReN3,0.0
3719,GaTe,1.42
3720,NbHO3,0.0
3721,HgIn2Te4,1.17
3722,Cd4P2I3,2.17
3723,PbTe,0.19
3724,KTa3Te2O12,4.06
3725,BiSeBr,1.5
3726,CsCaBO3,3.93
3727,InSb2Se4Br,1.35
3728,CdSnAs2,0.41
3729,ZnSb,1.09
3730,Pr2CdSn,0.0
3731,AsI3,2.29
3732,InSb,0.24
3733,Ca10Ge16B6O51,5.47
3734,GaFeNi2,0.0
3735,WO3,2.7
3736,GaAs0.01P0.99,2.23
3737,TiI,0.0
3738,Co5Ge7,0.0
3739,Cu3DySe3,0.2
3740,Re3P4,0.0
3741,Cs3Bi,0.55
3742,Pb0.94Sn0.06Se,0.22
3743,SmCdHg2,0.0
3744,Hg4As2ZrCl6,2.48
3745,ZnS,3.54
3746,CdGeP2,1.65
3747,AlVTe2O8,2.9
3748,GeI2,1.5
3749,TbInAg2,0.0
3750,Ge0.1Si0.9,1.04
3751,Ti4NiBi2,0.0
3752,InP,1.42
3753,Ca3TlN,0.0
3754,In0.99As0.99Ga0.01P0.01,0.3
3755,Li2FeWO6.146,0.0
3756,Ce2Se3,1.75
3757,Hf4Al3,0.0
3758,BaSbBS4,2.34
3759,K9Bi13S24,1.4
3760,NdAs,1.04
3761,BaMnO3,0.0
3762,Y4AsSe3,0.0
3763,YDyAg2,0.0
3764,Li3Fe(CoO2)4.2,0.0
3765,AlP,2.53
3766,SrIn2Rh,0.0
3767,Ba8Sn4S15,2.31
3768,NdSn2,0.0
3769,Y2ReB6,0.0
3770,Be3Sb2,0.67
3771,CdS,2.43
3772,GaSe,2.1
3773,Lu2TlCd,0.0
3774,AgAu2S2,0.0
3775,K2Se,1.8
3776,ZnAs2,1.2
3777,CdSb2Se3Br2,1.4
3778,SrPb3Br8,3.2
3779,CdSb,0.59
3780,KAgF3,0.0
3781,Li4Cu(PO4)2.7,0.0
3782,HgIn2Te4,1.25
3783,Nd3Zr,0.0
3784,Pr2Ge2Se7,1.32
3785,Pr2Te4O11,3.65
3786,Zr6NiCl15,0.0
3787,B4C,1.64
3788,In6S7,0.95
3789,Cu2O,2.67
3790,Pb0.95Ge0.05Te,0.34
3791,PrF3,5.3
3792,Nb3Ru,0.0
3793,Mg2Sn,0.32
3794,Pb0.96TeIn0.04,0.37
3795,Ag2S,1.03
3796,YbLiF4,0.0
3797,Nd2Sn3Se9,0.5
3798,Ca3Sb2,1.4
3799,La3AlN,0.0
3800,CsUCuS3.63,0.0
3801,CsLiB6O10,6.89
3802,EuSb4Te7,0.54
3803,MgCuSn,0.0
3804,Ag3Pd,0.0
3805,SbI3,2.12
3806,AlSb,1.7
3807,Co5RuO8,0.0
3808,La2MnNiO6,1.2
3809,InP,1.29
3810,Al6Fe,0.0
3811,Pb0.999TeGa0.001,0.3
3812,Hf3Si4Cu4,0.0
3813,Cd0.6Te0.6Al0.4Sb0.4,1.8
3814,Pb6B4O13H2,3.24
3815,NdAu3,0.0
3816,NdB6,4.9
3817,Pr2InPd2,0.0
3818,CuSbS2,1.38
3819,Ho2Au,0.0
3820,V3Pt,0.0
3821,Na3UF7,0.0
3822,Mn2GeS4,0.0
3823,Ti3Fe3O,0.0
3824,Ge0.838Si0.162,1.32
3825,Na2In,0.0
3826,K2Nd2Ti3O10,3.25
3827,Sb2S3,1.7
3828,NdGaO3,0.0
3829,DyCd2,0.0
3830,TaGaS2,3.4
3831,LiFe2(PO4)3.1,0.0
3832,NaI,6.75
3833,U2Re2C3,0.0
3834,Hg0.9Cd0.1Se,1.32
3835,Ba4LiGa5Se12,2.65
3836,Rb1.45Pb3.1Sb7.45Se15,0.45
3837,Ga0.01Sb0.01Zn0.99Te0.99,2.1
3838,NdGe2Pt2,0.0
3839,Zn3As2,1.0
3840,RbCl,8.29
3841,Ag2PdO2,0.18
3842,Na6CoSe4,0.0
3843,GaSe,2.12
3844,Ag7NO11,0.0
3845,Rb2Te,4.5
3846,TmGe2Ru2,0.0
3847,RuS2,1.8
3848,CsCd4In5Te12,1.42
3849,Ag2S,1.23
3850,YbBa2(CuO2)4.65,0.0
3851,Ho3Pd2,0.0
3852,GeS,1.69
3853,Ce3Al12Ru4,0.0
3854,Ba3Te,0.0
3855,Mn2Nb,0.0
3856,GaN,3.4
3857,U3Se4,0.0
3858,Sb2Se3,1.3
3859,Hg0.06Zn0.94Te,2.03
3860,Hg2Cu3Te6O16,2.56
3861,LaGa,0.0
3862,Eu2ReO5,0.0
3863,AgGaGe5Se12,2.14
3864,Cs2Ga2Se5,1.95
3865,AgPdO2,0.0
3866,RbScSe2O6,4.9
3867,NdTlPd,0.0
3868,NaLi3,0.0
3869,K2PdSe10,1.48
3870,CuGaInS3.5,1.84
3871,CuIn3S5,1.2
3872,GaN,3.21
3873,NiAgO2,0.0
3874,AlSb,2.22
3875,Ce15B8N25,3.5
3876,MnSi,0.6
3877,PbTe,0.31
3878,Ba2SmTaO6,3.02
3879,Gd3Al2Ni6,0.0
3880,Cs1.43Cd1.43Bi2.57S6,1.28
3881,CdSiAs2,1.5
3882,K10Zn4Ge4S17,3.34
3883,CsScBr3,0.0
3884,GeS2,3.54
3885,BiOCl,3.46
3886,CsMn4In5Se12,1.79
3887,Pb0.6Ge0.4Te,0.51
3888,Ho3P,0.0
3889,Cu2Te3O8,2.64
3890,CsZrPSe6,2.0
3891,Li6Mn5CoO12.2,0.0
3892,GaAs0.7P0.3,1.8
3893,MnTcOs,0.0
3894,KTiPO5,3.8
3895,La2Sn5Rh3,0.0
3896,MnAlAu2,0.0
3897,Ho2Pd2Pb,0.0
3898,Hg2I2Te2,1.85
3899,Li8BiS6,0.0
3900,YbTlS2,0.0
3901,Cu0.05Ga1.95Se2.95,1.96
3902,Ti2MnFe,0.0
3903,NdCo2Ge2,0.0
3904,EuYb2S4,1.6
3905,PdPb2,0.0
3906,MnSnRu2,0.0
3907,Mo2NCl8,0.0
3908,AsSeI,1.76
3909,Ca3Ga2Pt2,0.0
3910,Pr2Co12P7,0.0
3911,CsGe5BO12,4.89
3912,Pm2IrRh,0.0
3913,ThHg2,0.0
3914,KIO3,3.83
3915,SnS0.8Se0.2,1.03
3916,K2Gd2Sb2Se9,1.33
3917,Fe4Si2Sn7O16.164,0.0
3918,Ge0.891Si0.109,1.13
3919,ZnIn2S4,2.5
3920,CuP2,1.51
3921,CuGaSe2,1.63
3922,GaSiRu2,0.0
3923,Dy4Sb3,0.0
3924,CdS,2.49
3925,Cu2ZnGeS4,2.1
3926,EuS,1.65
3927,Eu3Se4,0.58
3928,Cr2NiS4,0.0
3929,Tb2C3,0.0
3930,UFeSi,0.0
3931,ZnIn2S4,2.8
3932,Sm3Al0.33SiS7,2.26
3933,TiAl,0.0
3934,Cu0.95In1.05Se2.05,1.07
3935,CsAs2Ru2,0.0
3936,Ba8Ga10Si36,0.31
3937,PbTe0.5Se0.5,0.29
3938,CuGa2Se4,0.63
3939,Mn2Cu(PO4)3.167,0.0
3940,CdSe,1.84
3941,KSbSe2,1.72
3942,YAgO3,0.0
3943,GaAs,1.43
3944,K2TeI6,1.38
3945,GaAs0.99P0.01,1.37
3946,CaNi4O6,0.0
3947,CeOs2,0.0
3948,YbZnPt,0.0
3949,Ba4AgInSe6,2.41
3950,LiCa2Ga,0.0
3951,NaSbSe2,1.2
3952,Ti2CoGe,0.0
3953,Hg0.72Cd0.28Te,0.21
3954,CaGe2Rh2,0.0
3955,Al2FeNi,0.0
3956,TiOs3,0.0
3957,InSb0.8As0.2,0.21
3958,Cs3Sn3F2Cl7,2.96
3959,GaTe,1.52
3960,ErPbAu,0.0
3961,Mg2PdAu,0.0
3962,DyRh,0.0
3963,K2Bi8Se13,0.47
3964,Bi2Te1.2Se1.8,0.28
3965,CuCl,3.24
3966,NdAl7Au3,0.0
3967,LiThAu2,0.0
3968,In0.5As0.5Ga0.5P0.5,1.55
3969,CdP4,1.0
3970,LaCdAu,0.0
3971,AgGaTe2,1.1
3972,ZnSnSb2,0.4
3973,ZnS,3.87
3974,Ba3Li4Sn8,0.0
3975,Li3Dy,0.0
3976,Ti3Be,0.0
3977,ZnSnP2,1.3
3978,ScRh,0.0
3979,TlCr5SSe7,0.71
3980,ZnIn2Se4,2.0
3981,LiAlGe,0.0
3982,TmPd,0.0
3983,La2Se3,1.65
3984,YN,1.9
3985,InSe,1.29
3986,Ag3SbS3,1.81
3987,HoMn12,0.0
3988,HoTiSi,0.0
3989,PrO,0.55
3990,Ag9Pb4O12,0.0
3991,AlN,6.28
3992,UGaNi,0.0
3993,MnS,0.0
3994,ZrRe2,0.0
3995,Ba2ScIrO6.225,0.0
3996,Ga1.1Sb0.9Te0.3,0.7
3997,BaSi,0.0
3998,SmNiC2,0.0
3999,CsBiS2,1.4
4000,SbSI,1.93
4001,GaTe,1.66
4002,Gd2Mo3O12,4.06
4003,AlP,2.42
4004,BeGaRh2,0.0
4005,CdSb,0.54
4006,GaSb,0.7
4007,PbI2,2.32
4008,Ba2GaBiTe5,1.43
4009,Pb0.75Sn0.25Te,0.04
4010,Cu3TaS4,3.0
4011,Ta2N,0.0
4012,ErB6,3.5
4013,Tl2S,1.0
4014,Er2Te3,0.9
4015,ZnS,3.66
4016,Ag2MoI4O14,3.06
4017,CuBr,3.08
4018,Li3Fe2SbO6.12,0.0
4019,Mn11Si19,0.66
4020,EuSb2S4,1.2
4021,K4Nb2S11,2.35
4022,MnNi,0.0
4023,Ti3SnC2,0.0
4024,Li2GaGe2Se6,2.64
4025,SrSe,4.42
4026,Ho2Mo3O12,1.07
4027,UAl4,0.0
4028,Se0.2Te0.8,0.4
4029,TlAsS2,2.22
4030,ScZn3,0.0
4031,SnS,1.18
4032,CuInGeSe4,1.3
4033,AgCl,5.13
4034,Li2Ga2GeS6,3.65
4035,Yb4Ba3O9,0.0
4036,MgTl,0.0
4037,In2GeTe3,0.7
4038,Eu3Sb4Se9,1.08
4039,Ga0.6In0.4As,0.81
4040,InSb,0.24
4041,SrBiO2Cl,3.52
4042,Rb3Sm,0.0
4043,AlP,3.1
4044,Cd4As2I3,1.89
4045,Cs3Bi2Br9,2.5
4046,BiCuOSe,0.82
4047,Sm2AgRu,0.0
4048,Pb0.96TeGa0.04,0.37
4049,In0.4As0.4Ga0.6P0.6,1.85
4050,CuFeTe2,0.16
4051,YbSn2Pd,0.0
4052,Na2Ga2SnS6,2.2
4053,B12P2,3.3
4054,AgN3,3.44
4055,PrBi2O6,0.0
4056,Tb3La,0.0
4057,PbI2,2.55
4058,Ga0.2Al0.8P,2.43
4059,Cs4Th2P6S18,2.8
4060,GaAs,1.44
4061,Si2Ru,0.0
4062,TmGe,0.0
4063,Li3Co4TeO8.12,0.0
4064,InFe2CuSe4.121,0.0
4065,SnSe,0.95
4066,TlCr5S3Se5,0.8
4067,Cu0.35In1.65Se2.65,1.19
4068,MgInAg2,0.0
4069,Ag2SnS3,1.26
4070,ZnSe,2.67
4071,KScSe2O6,5.4
4072,PbSbO2Br,2.67
4073,AgGaSe2,1.65
4074,CsSbTe2,0.43
4075,Ba3Gd2P4S16,3.41
4076,Zn3As2,1.11
4077,RbUAgS3.63,0.0
4078,TiFe2As,0.0
4079,Li2CuF6,0.0
4080,SmTmZn2,0.0
4081,RbIn5S6,2.5
4082,TlHg6S4Br5,3.03
4083,DyIn3S6,1.22
4084,Ce3Ta(ClO2)3.176,0.0
4085,KIO3,4.02
4086,Ni2Mo4N,0.0
4087,TlSe,0.7
4088,Ho2CuRh,0.0
4089,Rb2NaVF6.225,0.0
4090,Tl2TeI6,1.5
4091,ScIr,0.0
4092,Ba2FeMoO6.225,0.0
4093,NaBiS2,0.44
4094,ZrGaPt,0.0
4095,As2S3,2.1
4096,Al9Rh2,0.0
4097,AgInS2,2.0
4098,ZrAu4,0.0
4099,ReRuOs,0.0
4100,DyPO4,6.38
4101,CsLu7Se11,1.78
4102,Ag2NbP2S8,2.02
4103,Sc3Re2Si4,0.0
4104,AgGeO3,0.0
4105,ZnS,3.82
4106,SnS,1.1
4107,KIO3,3.71
4108,TiPO4,0.0
4109,As2Se3,1.81
4110,LaInS2O,2.73
4111,Be2HgTe,0.0
4112,La8Sb2S15,2.3
4113,BaGa2SiS6,3.75
4114,Gd2Zn17,0.0
4115,PbS,0.42
4116,BaTaO2N,1.78
4117,PbGa2Se4,1.83
4118,BaGa4Se7,2.64
4119,In2Pt,0.0
4120,RbMn4Ga5Te12,1.53
4121,Ga2NiS4,0.0
4122,Y2Ge2O7,0.0
4123,Zr6Sb2Pt,0.0
4124,Al6Ru,0.0
4125,Ce2S3,1.12
4126,MnSiNi2,0.0
4127,Mg2Sn,0.28
4128,La2YbCuSe5,1.15
4129,KAsSe2,1.62
4130,Li4.5Cr0.5TeO6,1.79
4131,KPbB5O9,3.1
4132,Na2CdGe2S6,2.57
4133,PmCd3,0.0
4134,Li2Ga,0.0
4135,Ca3Zr17O37,0.0
4136,Ba5Ge3,0.0
4137,InSe,1.18
4138,Cu18S11,0.0
4139,ErIn3S6,1.28
4140,Mn2Hg5,0.0
4141,RbI,6.37
4142,Hf2OsPd,0.0
4143,EuIn2Te4,1.22
4144,InSb,0.17
4145,Lu2Mo2C3,0.0
4146,Bi2Te3,0.25
4147,Cs3Bi,0.7
4148,HoSi2Pd2,0.0
4149,Tl3Si,0.0
4150,K4GeS4,0.8
4151,HgRhO3,0.0
4152,PrAgAs2,0.0
4153,Bi0.6Te3Sb1.4,0.2
4154,AgBiSe2,0.34
4155,FeAsS,0.06
4156,PtSb2,0.11
4157,SmErMg2,0.0
4158,TlScTe2,0.85
4159,Zn0.95S0.95Ga0.05P0.05,2.7
4160,TiS2,1.95
4161,TlScS2,1.51
4162,Cu0.01In1.99Se2.99,1.45
4163,Tb3Ni13B2,0.0
4164,Sn5B2Rh6,0.0
4165,NaBaB5O9,4.78
4166,SrSiPd,0.0
4167,PrIn3S6,1.14
4168,SbI3,2.22
4169,CdGa2Se4,2.48
4170,In0.01Al0.99P,2.4
4171,Si4Cu5O14,0.0
4172,Dy2Ni12P7,0.0
4173,Hf5CuPb3,0.0
4174,Na2CdGe2Se6,2.37
4175,KTi5Se8,0.0
4176,K3V,0.0
4177,PtSb2,0.1
4178,CsAgSb4S7,2.04
4179,Cs2Zn3Se4O12,4.3
4180,P2H4RhO9.5,0.0
4181,Li5Mn6(BO3)6.8,0.0
4182,Rb2TiAg2S4,2.33
4183,Zr3Si6Cu4,0.0
4184,LiI,5.9
4185,YbGa2Se4,1.8
4186,KHg11,0.0
4187,NiP2,0.73
4188,CdAs2,1.14
4189,TmSnRu2,0.0
4190,Cs3Sb2I9,1.89
4191,Tb5Tl3,0.0
4192,KAg2SbS3,2.1
4193,KBiCu2S3,1.29
4194,LiTi3O6,0.0
4195,BaSn4O8,0.0
4196,NdF3,6.15
4197,CuSbSe2,1.05
4198,InP,1.41
4199,PrGe5,0.0
4200,ZnSnP2,1.66
4201,Sm5Br11,0.0
4202,Eu2CuO4,0.0
4203,KBi2,0.0
4204,In0.7Al0.3P,1.9
4205,CaSe,4.87
4206,Ca5Sb3,0.0
4207,MgO,7.83
4208,CuPbBiS3,0.12
4209,V3Cu,0.0
4210,Mg5Ti13O30,0.0
4211,Ho4C7,0.0
4212,GaAs0.8P0.2,1.62
4213,RbZrPSe6,2.0
4214,K2P2Se6,2.08
4215,Na2RbSb,1.0
4216,Eu7Ga6Sb8,0.6
4217,NaNO2,3.02
4218,In0.96As0.96Cd0.04Te0.04,0.69
4219,PbCoO3,0.28
4220,CuBr,2.9
4221,BiTeI,0.46
4222,SrSnP,0.0
4223,Tl2Hg3Te4,0.9
4224,Cu2PHO5.58,0.0
4225,Yb2Zn3Ge3,0.0
4226,GdSb2BO8,3.48
4227,Ga0.99Sb0.99Cd0.01Te0.01,0.72
4228,BaZnSiSe4,2.71
4229,V6AgO15,0.0
4230,InSe,1.25
4231,EuSe,3.1
4232,Mn3SbO8,0.0
4233,Ag0.25Cd0.5In2.25Te4,0.39
4234,IrSSe,1.2
4235,Sc2TlTc,0.0
4236,MgRhF6,0.0
4237,Eu2Ga9Rh3,0.0
4238,SnS,1.08
4239,GaAs,1.53
4240,ZnSnAs2,0.65
4241,Au3S,0.0
4242,InSe,1.29
4243,Rb3Nb2AsSe11,1.5
4244,La2HfS5,0.7
4245,Cu2CdGeSe4,1.2
4246,CuInS2,1.5
4247,RuAsS,1.2
4248,La2O2MnSe2,1.6
4249,InPt,0.0
4250,ZnSe,2.81
4251,CeIn3S6,1.11
4252,CsIrO3,0.0
4253,LaSi2Os2,0.0
4254,Cs2Al2B2O7,4.13
4255,KI,6.25
4256,Cd13I28,0.0
4257,CdIn2Te4,1.44
4258,Nd3Ni13B2,0.0
4259,LiInTe2,1.46
4260,Rb2Cu2Sn2S6,1.44
4261,LiGaPd2,0.0
4262,Rb2GeB4O9,5.54
4263,ReSe2,1.15
4264,Ga2Se2O7,4.61
4265,Rb2Mo9Se10,0.0
4266,BiI3,2.0
4267,Sb2S3,1.69
4268,Li4Mn5Cu3O16.8,0.0
4269,SrB2,0.0
4270,Bi3TeBO9,2.6
4271,CrNiAs,0.0
4272,Sb2Se3,1.13
4273,LaH2NO5,4.76
4274,SrNd2S4,2.45
4275,Cs2Ga2S5,3.26
4276,Cs3Bi2I9,1.8
4277,K2Hg3Sn2S8,2.4
4278,AlSn,0.0
4279,Zn3As2,0.93
4280,InSb,0.26
4281,Na2Cl,0.0
4282,ErCr2Si2,0.0
4283,Ce2Sn3Se9,0.3
4284,PbSb2Se4,1.8
4285,OsSbTe,0.05
4286,SnS,1.2
4287,MnO,3.6
4288,La2V2IO9,3.63
4289,InAsI,0.41
4290,PSe,2.5
4291,Ga0.28In0.72As,0.55
4292,RbBiSe2,0.9
4293,TbSe2,0.0
4294,NaC,0.0
4295,Pr27Se40,0.0
4296,GeSe2,2.49
4297,CuCl,3.2
4298,Pb0.93TeTl0.07,0.54
4299,ErSiPd,0.0
4300,KFeCuTe2,1.06
4301,Mg2MnN2,0.0
4302,Na2In4SSe6,1.92
4303,CuCl,3.29
4304,YbB66,1.27
4305,Sr2YBi2O7.46,0.0
4306,Li5Mn2Cu5O12.5,0.0
4307,CuInS2,1.54
4308,YMg4Cu,0.0
4309,Ba3In2P4O16,3.87
4310,ZnIn2Te4,1.87
4311,Tb3Si,0.0
4312,WSe2,1.35
4313,ZnYBiO4,1.58
4314,Na10Ga6Sn3,0.0
4315,AgFeTe2,0.58
4316,CsScSe2O6,5.2
4317,MgSbF6,0.0
4318,TaW3,0.0
4319,YbSmRh2,0.0
4320,Mn5O3F5,0.0
4321,Ga0.01Al0.99P,2.49
4322,DyTe1.40,0.6
4323,NaAsSe2,1.57
4324,MgAgAs,0.0
4325,Sr3BiP3O12,4.0
4326,LuScRu2,0.0
4327,Cr10Sb3Te7,0.0
4328,CeCd2Ag,0.0
4329,Cs4Ta4P4Se24,2.38
4330,Sr5Cd2Sb5F.63,0.0
4331,K3Bi2I9,2.1
4332,Hg0.8Cd0.2Se,0.95
4333,CdSe,1.84
4334,MnTe,1.25
4335,KSb5S8,1.67
4336,GeS,1.65
4337,ScCdHg2,0.0
4338,CaIn4Ir,0.0
4339,NdRh,0.0
4340,Ca3Ti2Si3O12,1.65
4341,Cs2Ta2P2Se12,2.29
4342,Ag2SnS3,1.43
4343,GdO2,0.0
4344,Dy2O3,5.0
4345,Na2CsSb,0.8
4346,PbN6,2.98
4347,Ba3Ta2Se9,1.6
4348,K2PbGe2S6,2.85
4349,NdBi,0.0
4350,Ba2FeReO6.225,0.0
4351,Cu0.5Ga1.5Se2.5,1.76
4352,LiB3O5,7.75
4353,VP,0.0
4354,CuInS2,1.55
4355,La2GeSe5,1.24
4356,InSb,0.24
4357,Li4V5Cu3O16.8,0.0
4358,GaAs,1.43
4359,KHg2,0.0
4360,LiKCO3,6.32
4361,La8Mn7O24,0.0
4362,Ba3CaRu2O9.194,0.0
4363,PrF3,5.9
4364,Te2Mo2WSe4.156,0.0
4365,KH2PO4,7.0
4366,YbNd3,0.0
4367,Ba3SnSb2Se8,0.97
4368,ErLu3,0.0
4369,As2S3,2.2
4370,AgI,2.92
4371,Pb4Sb6Se13,0.65
4372,CuAlS2,3.5
4373,Zr3Al4C6,0.0
4374,CdGeAs2,0.56
4375,BaGe3Pt,0.0
4376,Zn3Cu,0.0
4377,Yb6U3O17,0.0
4378,BaZnGeSe4,2.46
4379,CaMnSn,0.0
4380,AlSb,1.49
4381,GaAs0.9P0.1,1.5
4382,NaInTe2O6,4.0
4383,YClMoO4,3.82
4384,CdAs2,1.0
4385,PbSe,0.28
4386,Ca2ZnRh,0.0
4387,Ti2RePd,0.0
4388,Cr2CuTe4,0.0
4389,Ba2InTaO6,4.17
4390,BeCu,0.0
4391,CsBr,7.18
4392,La2YbCuS5,1.45
4393,Zr6O,0.18
4394,ReCl4,0.0
4395,Sn0.5GaZn3.5O6,2.99
4396,InAs,0.41
4397,Ga2GeTe3,0.84
4398,Cu2ZnSiTe4,1.47
4399,Na8Hg3,0.0
4400,Ti4O5,0.0
4401,InN,2.21
4402,Zn3Sb2,0.22
4403,Nb3Bi,0.0
4404,GaTe,1.5
4405,Li3Mn3NiO8.12,0.0
4406,HgO,2.21
4407,Sm2Sn3Se9,0.7
4408,PdS,0.5
4409,PbTe,0.33
4410,PbSe,0.27
4411,Al9Co2,0.0
4412,CeFMoO4,2.52
4413,Sr8Al7,0.0
4414,VO,0.3
4415,ZnO,3.44
4416,Te2Pd3Pb2,0.0
4417,NdCrGe3,0.0
4418,InAu3,0.0
4419,Nd2Se3,1.75
4420,NaI,5.89
4421,VNi2,0.0
4422,Na2Zn3Se4O12,4.9
4423,Ba3MgTa2O9,4.28
4424,Tl4GaIn3S8,2.63
4425,MnVTe2O8,1.9
4426,In0.4Al0.6P,2.3
4427,GaAs0.99Sb0.01,0.7
4428,LiAlB4,0.0
4429,Li2PrIn,0.0
4430,ErBiW2O9,3.26
4431,EuN,1.25
4432,Ga0.99In0.01As,1.4
4433,SnGe,0.4
4434,Mg2Sn,0.22
4435,ThCrB4,0.0
4436,InP,1.27
4437,CeSi2Ni2,0.0
4438,Ce3TaO7,0.0
4439,KAg2SbS4,2.2
4440,CdGeAs2,0.65
4441,Na2EuGeSe4,2.0
4442,CsDy9Cd4Se18,1.99
4443,CuGa2S3.5,2.42
4444,Mg2GeB2Rh5.127,0.0
4445,ScGa6Fe6,0.0
4446,CsSmHgSe3,2.37
4447,CdS,2.57
4448,CeRh,0.0
4449,CdP4,1.05
4450,In0.1P0.1Ga0.9As0.9,1.6
4451,Tm4In(NiGe2)2.12,0.0
4452,Ca3Cu2(ClO2)2.139,0.0
4453,Te2Mo3Se4,0.0
4454,Ba2Ga8SiS16,3.4
4455,ZrPd2,0.0
4456,CdSe,1.75
4457,BaCdSnS4,2.3
4458,Sc4Ge6Rh7,0.0
4459,RbC8,0.0
4460,Sb2Te3,0.24
4461,SiTe2,1.85
4462,SmHg3,0.0
4463,AgInO2,4.2
4464,NaCl,8.6
4465,EuCuSeO.129,0.0
4466,Ag3AsS3,1.86
4467,Pr2S3,2.6
4468,CaPr2S4,2.9
4469,LiIO3,4.0
4470,YbRh2,0.0
4471,SbSI,1.84
4472,Li2Nb2(PO4)3.15,0.0
4473,Ag7S2I2,0.0
4474,In0.8Al0.2P,1.7
4475,K3NaSn3Se8,2.2
4476,EuO,1.12
4477,SmTh3,0.0
4478,RbCu4AsS4,2.15
4479,CdSnAs2,0.4
4480,ZrS3,2.28
4481,In2S3,2.0
4482,GaS,2.84
4483,HoZnRh2,0.0
4484,CuBr,2.94
4485,Li4Ni2(PO4)3.2,0.0
4486,MgCuSb,0.0
4487,PdTe2,1.8
4488,ZnAs2,1.3
4489,Ag2CdP2S6,2.49
4490,ZnS,3.88
4491,TbTl,0.0
4492,Yb3Sn13Rh4,0.0
4493,BaF2,9.1
4494,BaCuTeF,2.3
4495,Li6Fe2Te8O22,1.98
4496,Ga2O3,4.54
4497,BiSI,1.64
4498,Ba3Ta5O14N,2.8
4499,Ga0.8Sb0.8Cd0.2Te0.2,0.8
4500,La4InSbSe9,1.76
4501,P2Se3,2.4
4502,Zn2Sb3O8,0.0
4503,GaSb,0.78
4504,GdNi2Ge2,0.0
4505,LiMnSiO4.63,0.0
4506,InSe,1.19
4507,Ce10OSe14,1.93
4508,CdSiAs2,1.62
4509,InBi2S4Cl,1.5
4510,GaAs,1.52
4511,GdIn3S6,1.13
4512,CdTeO3,3.91
4513,SiAs,1.45
