task_id,composition,band_gap
mp-776168,AgRuO3,0.0
mp-761035,AgRuO4,0.0
mp-1202574,AgS2(O3F)2,0.1714
mp-1183030,AgS8N9(ClO6)2,0.05430000000000002
mp-1229081,AgSb(PbS2)2,0.7869999999999999
mp-559602,AgSb(S8F3)2,2.7422
mp-1202255,AgSb(SeF3)2,1.1976
mp-1229237,AgSb(Te8Pb7)2,0.7008000000000001
mp-14653,AgSb2F12,0.5386999999999997
mp-1199846,AgSb3IF24,0.2660999999999998
mp-1198276,AgSb3PbS6,1.1162999999999998
mp-556201,AgSbC2N2(ClF3)2,3.637
mp-640564,AgSbC6N4(OF3)2,1.4559
mp-3414,AgSbF6,1.7672
mp-690698,AgSbH2C2(NF3)2,2.8326
mp-1215022,AgSbO12,0.1165
mp-545999,AgSbO3,0.10780000000000013
mp-560848,AgSbPbS3,1.0831
mp-1095943,AgSbPd2,0.0
mp-1199019,AgSbS(OF3)2,2.5724
mp-1228993,AgSbSeS,0.0
mp-1229036,AgSbTe3Pb,0.0
mp-555028,AgSbTe6S16(OF5)6,0.8025
mp-1229007,AgSbTeSe,0.0
mp-1229079,AgSbWO7,0.0
mp-379,AgSe,0.0
mp-569052,AgSe3I,1.3964
mp-1101086,AgSe5,0.0
mp-1183248,AgSn3,0.0
mp-1097586,AgSnAu2,0.0
mp-10809,AgSnF6,0.43499999999999983
mp-755834,AgSnO3,0.0
mp-1096381,AgSnPd2,0.0
mp-1097284,AgSnRh2,0.0
mp-1229005,AgSnS2,0.0
mp-1229011,AgSnSe2,0.0
mp-1229006,AgSnTe2,0.0
mp-31495,AgTe2Au,0.0
mp-28246,AgTe3,0.0
mp-570431,AgTe3I,1.0025
mp-3291,AgTe4Au,0.0
mp-559562,AgTeNO5,2.0141
mp-559257,AgTeO3,1.4211
mp-1229084,AgW2(Br3O)2,0.0
mp-29718,AgW3Br7,2.6908000000000003
mp-1214992,AgW6CCl18,0.07840000000000025
mp-1025333,AgWS4N,0.0
mp-28586,AgXeF9,1.5421999999999998
mp-675325,Al(Ag3S2)3,0.7057
mp-1214959,Al(Ag3Se2)3,0.0
mp-569787,Al(BH4)3,6.2431
mp-1214919,Al(Bi3O5)4,0.0
mp-1198361,Al(BiCl)4,1.4544
mp-1096811,Al(BiO2)2,0.0
mvc-14843,Al(BiO3)3,0.29620000000000024
mp-1229076,Al(CN)3,5.0955
mp-1188939,Al(ClO2)3,2.5054
mp-761552,Al(CoO2)2,0.0
mp-1045074,Al(CoO2)3,0.0
mp-1045348,Al(CoS2)2,0.0
mp-10010,Al(CoSi)2,0.0
mp-7692,Al(CrB)2,0.0
mp-1147771,Al(CuN)3,0.0
mvc-4135,Al(CuO2)2,0.0
mvc-11882,Al(CuO2)3,0.0
mp-16496,Al(CuRe)2,0.0
mvc-14816,Al(CuS2)3,0.0
mvc-11839,Al(CuSe2)3,0.0
mp-3805,Al(FeB)2,0.0
mvc-10947,Al(FeO2)2,0.0
mp-1044963,Al(FeO2)3,1.2643
mp-1045438,Al(FeS2)2,0.0
mp-27540,Al(HO)3,4.9963
mp-672352,Al(ICl2)3,1.7106
mp-555903,Al(IO3)3,3.3350000000000004
mvc-14436,Al(MoS2)12,0.0
mp-554868,Al(MoS2)4,0.11579999999999925
mp-1104358,Al(NCl)3,0.0
mp-1182975,Al(NCl)4,0.0
mp-1079140,Al(NF2)3,0.0
mp-1215079,Al(NF3)4,0.038000000000000034
mp-1183036,Al(NO6)3,0.2424999999999997
mp-505473,Al(Ni10B7)2,0.0
mp-866315,Al(Ni3B2)4,0.0
mp-1229119,Al(Ni4Pt)3,0.0
mp-770097,Al(NiO2)2,0.0
mp-1045119,Al(NiO2)3,0.0
mp-1045491,Al(NiS2)2,0.0
mp-1096807,Al(OF)3,0.6562000000000001
mp-1019377,Al(PO3)3,5.8176
mp-1204923,Al(SO6)2,0.0
mp-683984,Al(SeCl)4,1.1038
mp-574529,Al(SeCl2)2,1.3809
mp-1196937,Al(SiO3)2,0.4935000000000001
mvc-4299,Al(SnO2)2,0.0
mp-540628,Al(TeCl2)2,1.3285
mp-1229060,Al(V4Ge)3,0.0
mp-1229062,Al(V4Si)3,0.0
mp-1229114,Al(V4Sn)3,0.0
mp-1103718,Al(VS2)4,0.0
mp-1047756,Al(WF5)3,3.003
mvc-4356,Al(WO2)2,0.0
mvc-12194,Al10(Bi2O9)3,0.0
mvc-11769,Al10(Cu2O7)3,0.0
mp-28499,Al10Ge2O19,2.1205
mp-28503,Al10Si2O19,3.3810000000000002
mp-760795,Al10ZnO16,4.2410000000000005
mp-1214980,Al11(CoSi)6,0.0
mp-1183021,Al11(PO4)12,0.060100000000000035
mp-1215162,Al119Cr16Fe13,0.0
mp-849760,Al11AgO17,3.196
mp-766248,Al11InO17,3.720999999999999
mp-675682,Al11NO15,4.052200000000001
mp-1214955,Al11NO17,0.0
mp-1229215,Al11O18,0.0
mp-1214889,Al11Re4,0.0
mp-758571,Al11TlO17,4.5851000000000015
mp-17017,Al12Co4Cu,0.0
mp-1214901,Al12Fe7,0.0
mp-1215158,Al12Ga(S2O33)2,0.0
mp-1229336,Al12Ge(Se2O35)2,0.0
mp-550,Al12Mo,0.0
mp-757333,Al12PbO19,4.518599999999998
mp-1648,Al12Re,0.0
mp-1198296,Al12Ru,0.0
mp-677726,Al12Si12Ag16S5O48,0.0014999999999998348
mp-16719,Al12Tc,0.0
mp-11227,Al12W,0.0
mp-1096823,Al12ZnS19,0.0248999999999997
mp-505572,Al13(CrSi)4,0.0
mvc-11306,Al13(CuS8)3,0.0
mvc-11295,Al13(CuSe8)3,0.0
mp-28790,Al13(TlS7)3,3.1191
mp-1198336,Al13Co4,0.0
mp-567929,Al13Os4,0.0
mp-1198152,Al13Si5ClO38,0.0
mp-534982,Al13Si5H14Cl(O17F2)2,3.8563
mp-706657,Al13Si5H18ClO38,4.2833000000000006
mvc-11835,Al14(CuS8)3,0.0
mvc-11819,Al14(CuSe8)3,0.0
mp-645302,Al14Co5Si2,0.0
mp-766067,Al15Fe9O32,1.6422
mp-1194643,Al15Ni3Ge4,0.0
mp-1196667,Al16As9O76,0.0
mp-675472,Al17(NO7)3,4.033499999999999
mp-16569,Al17(Re2Si)2,0.0
mp-18663,Al17(SiPd2)4,0.013799999999999812
mp-570651,Al17Mo4,0.0
mp-1215090,Al19Co6,0.0
mp-761414,Al19CrO30,3.9272
mvc-12722,Al2(BiO3)3,0.0
mp-1029975,Al2(CN2)3,2.8366
mvc-14856,Al2(CuO2)3,0.0
mvc-14082,Al2(CuS2)3,0.0
mvc-11795,Al2(CuSe2)3,0.0
mvc-14138,Al2(FeO3)3,0.0
mp-29110,Al2(FeSi)3,0.2298000000000009
mp-579296,Al2(MoO4)3,3.783
mp-1214897,Al2(Ni7B2)3,0.0
mp-1193708,Al2(PS3)3,2.2215000000000003
mp-4417,Al2(SO4)3,6.0272
mp-756970,Al2(SeO4)3,3.0578000000000003
mp-556505,Al2(WO4)3,4.7523
mp-1215020,Al2(Zn13Pd3)3,0.0
mp-1228987,Al2(ZnS2)3,2.4712
mp-1214905,Al20(CoB2)3,0.0
mp-1498,Al21Pd8,0.0
mp-1215027,Al21Pt5,0.0
mp-674298,Al22CdO34,2.2583999999999995
mp-568153,Al22Mo5,0.0
mp-530984,Al22PbO34,3.595
mp-530274,Al23B50,0.0
mp-30335,Al23V4,0.0
mp-697313,Al24Tl10Cd7(SiO4)24,2.6653
mp-531864,Al24Zn3O40,0.0
mp-1215157,Al27V,0.2945
mp-1194539,Al2Ag2Bi2S3Cl8,1.8941
mp-572634,Al2AgCl5O,3.4407
mp-2647,Al2Au,0.0
mp-29674,Al2B2Ru3,0.0
mp-1199198,Al2B3HO8,5.5493
mvc-3512,Al2Bi2O7,0.0
mp-1197319,Al2Bi7Ru(BrCl4)2,1.2798999999999998
mp-557737,Al2BiS4,2.6365
mp-571623,Al2BiSe4,2.2379
mp-1199309,Al2Br7N,0.0
mp-772624,Al2CO,2.662799999999999
mp-686541,Al2Cd(Si5O12)2,2.3774
mp-1214967,Al2Cd3(GeO4)3,2.1972
mp-14047,Al2Cd3(SiO4)3,2.9523
mp-1214910,Al2CdBr8,2.9106
mp-28361,Al2CdCl8,3.7046
mp-36866,Al2CdO4,2.676
mp-5928,Al2CdS4,2.7263
mp-3159,Al2CdSe4,2.0047
mp-7909,Al2CdTe4,1.6245000000000005
mvc-14766,Al2Co2O7,0.44039999999999946
mp-19552,Al2Co3(SiO4)3,2.9508
mp-1229034,Al2Co3GeO8,0.2984
mp-540759,Al2CoCl8,0.3251
mp-1228913,Al2CoNi,0.0
mp-36447,Al2CoO4,3.0024000000000006
mp-984352,Al2CoOs,0.0
mp-1204067,Al2CoP3NO14,0.1059
mp-1095887,Al2CoRh,0.17029999999999967
mp-862695,Al2CoRu,0.0
mp-1093958,Al2CoTc,0.0
mvc-4351,Al2Cr3(SiO4)3,2.2963000000000005
mp-1228975,Al2Cr3CuS8,0.2410000000000005
mp-1205208,Al2Cr4O19,0.0
mp-1228929,Al2CrB2Mo,0.0
mp-607399,Al2CrCl8,0.8876
mp-1096119,Al2CrFe,0.0
mp-1228949,Al2CrFeCo4,0.0
mp-1096638,Al2CrIr,0.0
mp-773505,Al2CrO5,0.7300000000000004
mp-1097254,Al2CrTc,0.0
mp-1195160,Al2Cu2Bi2S3Cl8,1.2613999999999996
mp-1228962,Al2Cu2Ni,0.0
mp-1154457,Al2Cu3(SiO4)3,0.06840000000000046
mp-23434,Al2CuCl8,0.5592999999999999
mp-1079890,Al2CuIr,0.0
mp-1214869,Al2CuMo,0.0
mp-1095860,Al2CuNi,0.0
mp-530977,Al2CuO4,0.008000000000000007
mp-1183165,Al2CuPd,0.0
mp-1093967,Al2CuRh,0.2084999999999999
mp-557084,Al2CuSi2O7F2,0.6347999999999998
mp-1229226,Al2CuSi2O8F,0.2555000000000001
mp-1096576,Al2CuTc,0.0
mp-1229078,Al2Fe(PO4)3,3.0262
mp-1197991,Al2Fe(PO8)2,0.3488
mp-1202735,Al2Fe(PO9)2,0.000399999999999956
mp-1198093,Al2Fe(SiO5)2,0.03710000000000013
mp-1229026,Al2Fe2Bi2O9,2.2958000000000003
mvc-3437,Al2Fe2O7,1.0990000000000002
mp-1229137,Al2Fe3(BiO4)3,1.7252
mvc-13581,Al2Fe3(PO5)3,1.4291
mp-19533,Al2Fe3(SiO4)3,3.641399999999999
mvc-10927,Al2Fe3F15,2.6977
mp-29111,Al2Fe3Si4,0.0
mp-1228905,Al2FeCo,0.0
mp-1096521,Al2FeCu,0.0
mp-866031,Al2FeIr,0.0
mp-31801,Al2FeO4,2.7541
mp-1183004,Al2FeP2(HO)18,1.9649
mp-1095825,Al2FePt,0.0
mp-1183147,Al2FeRh,0.0
mp-1078015,Al2FeS4,0.5640000000000001
mp-1097081,Al2FeTc,0.0
mp-1228998,Al2Ga(PO4)3,5.0392
mp-1228996,Al2Ga2Bi2O9,2.9732
mp-1228953,Al2GaN3,3.1754
mp-643346,Al2Ge(HO3)2,3.8791
mp-561437,Al2Ge(O2F)2,4.0658
mp-9751,Al2Ge2O7,3.4013
mp-1197018,Al2GeO6,0.0
mp-757796,Al2H10S3O17,5.6867
mp-707424,Al2H12(SeO5)3,4.7445
mp-850293,Al2H16S3O20,5.5739
mp-1238496,Al2H18SO15,4.948
mp-1215072,Al2HPb(CO5)2,0.0
mp-27346,Al2Hg3Cl8,2.4917
mp-685952,Al2Hg5Se8,0.23550000000000004
mp-756317,Al2HgO4,1.3461
mp-7906,Al2HgS4,2.0199000000000003
mp-3038,Al2HgSe4,1.4253999999999998
mp-7910,Al2HgTe4,1.1108000000000002
mp-866284,Al2IrOs,0.0
mp-862694,Al2IrRh,0.0
mp-865989,Al2IrRu,0.0
mvc-3514,Al2Mo2O7,0.6009000000000002
mp-1198386,Al2Mo3,0.0
mp-18093,Al2Mo3C,0.0
mvc-3780,Al2Ni2O7,1.0638999999999994
mp-1229048,Al2Ni3,0.0
mp-1228554,Al2Ni9Pd,0.0
mp-605912,Al2NiCl8,1.1343
mp-37614,Al2NiO4,3.4756
mp-1183155,Al2NiOs,0.0
mp-1228426,Al2NiPt,0.0
mp-867775,Al2NiRu,0.0
mp-8022,Al2O,0.0
mp-1143,Al2O3,5.853700000000001
mp-7188,Al2Os,0.3032000000000004
mp-1095763,Al2OsPd,0.04959999999999986
mp-1093553,Al2OsPt,0.0
mp-1183136,Al2OsRh,0.0
mp-1097560,Al2OsRu,0.0
mp-706302,Al2P2H4O11,0.3052
mp-1215089,Al2P2H6NO11,0.16300000000000006
mp-708964,Al2P2H8C2NO8F,5.4001
mp-23819,Al2P2H9NO11,5.2559000000000005
mp-1199403,Al2P2NO11,0.4231
mp-1214928,Al2P2NO8,3.6558
mp-653569,Al2P2O11F,0.0
mp-23995,Al2P3(HO3)3,6.2699
mp-605108,Al2P3H11O13,5.8945
mp-1215028,Al2P3H12(NO4)3,4.8157000000000005
mp-709723,Al2P3H17C4(NO6)2,5.2261000000000015
mp-556858,Al2P3H9(CO3)3,4.7339
mp-1201085,Al2P3O13,0.0009000000000000119
mp-1193864,Al2PH3O7,5.2329
mp-1204519,Al2PO8,0.0
mp-14941,Al2Pb3F12,5.2252
mp-1198485,Al2PbC2O11,0.00219999999999998
mp-21892,Al2PbO4,3.9425
mp-1103722,Al2PbS4,2.5887
mp-675374,Al2PbSe4,1.9961
mp-16522,Al2Pd,0.0
mp-27452,Al2PdCl8,1.5737
mp-1097168,Al2PdPt,0.3605
mp-862715,Al2PdRu,0.0
mp-1502,Al2Pt,0.0
mp-18503,Al2Re3B,0.0
mp-680477,Al2RhC4Cl7O4,2.0207
mp-867125,Al2RuPt,0.0
mp-867326,Al2RuRh,0.0
mvc-3378,Al2Sb2O7,0.1867000000000001
mp-1196459,Al2Sb5(Se2Br3)3,1.8019
mp-1229334,Al2Se3O28,0.09479999999999976
mp-6280,Al2Si(O2F)2,5.6953
mp-721216,Al2Si2H4O9,4.9329
mp-723020,Al2Si2H5C2NO10,0.0
mp-1199231,Al2Si2H8N2O9,0.9564
mp-1103571,Al2Si2O11,0.0
mp-755043,Al2Si2O7,5.0535000000000005
mp-1103547,Al2Si2O9,0.2835
mp-561246,Al2Si2Pb2O9,2.7575000000000003
mp-1200775,Al2Si2PbO10,0.0
mp-1195073,Al2Si2PbO8,4.2656
mp-734142,Al2Si3(HO4)3,0.0
mp-1196501,Al2Si3(NO5)2,0.06840000000000003
mp-1157674,Al2Si3(NiO4)3,3.3223000000000003
mp-1163929,Al2Si3(SnO4)3,2.1257
mvc-4363,Al2Si3(WO4)3,1.3985000000000003
mp-706243,Al2Si3H8(NO5)2,4.4184
mp-707135,Al2Si4O11,4.1738
mp-1228502,Al2SiAg7,0.0
mp-4753,Al2SiO5,4.8355000000000015
mp-1196880,Al2SiO6,0.0
mp-1206714,Al2Sn,0.0
mvc-3385,Al2Sn2O7,1.3476
mp-560633,Al2SnCl6O,3.959
mp-1183257,Al2Tc2O5,0.0
mp-1097381,Al2TcAu,0.0
mp-1096117,Al2TcIr,0.02119999999999989
mp-1096100,Al2TcNi,0.13070000000000004
mp-1183135,Al2TcPd,0.0
mp-1093622,Al2TcPt,0.05370000000000008
mp-1093720,Al2TcRh,0.0015000000000000568
mp-540629,Al2Te2Cl7,1.4057
mp-1214880,Al2Te4O11,2.8561
mp-9254,Al2Te5,1.0356
mp-1194492,Al2TeSO9,0.0033000000000000806
mp-555644,Al2Tl3(PO4)3,3.4349
mvc-16014,Al2V2O7,1.4553000000000005
mp-1163942,Al2V3(SiO4)3,2.0594
mp-568443,Al2VCl8,1.6263
mp-1096466,Al2VIr,0.0
mp-1228540,Al2VNi9,0.0
mp-12524,Al2W,0.0
mvc-3847,Al2W2O7,1.5294999999999996
mp-1190631,Al2W5O16,0.0
mp-1206713,Al2Zn,0.0
mp-1228455,Al2Zn(SeS)2,1.7538
mp-1228522,Al2Zn2S5,2.9933000000000005
mp-2908,Al2ZnO4,3.8457
mp-4842,Al2ZnS4,2.4939
mp-7907,Al2ZnSe4,2.1511
mp-7908,Al2ZnTe4,1.6250999999999998
mp-541849,Al3(BRu2)2,0.0
mp-505537,Al3(Co10B3)2,0.0
mp-1228605,Al3(MoS2)8,0.0
mp-505472,Al3(Ni10B3)2,0.0
mp-1214868,Al3(O2F)2,0.0
mp-608080,Al3(PO4)4,0.02079999999999949
mp-1199889,Al3(PO8)2,0.12709999999999996
mp-1193561,Al3(SiO5)2,0.0343
mp-1214915,Al3(V3C2)4,0.0
mp-1228719,Al37(Fe6Cu)2,0.0
mp-31403,Al39Fe7Cu24,0.02890000000000015
mp-1183130,Al3Ag,0.0
mp-1183129,Al3As,0.0
mp-1183189,Al3Au,0.0
mp-16480,Al3Au8,0.0
mp-1228446,Al3BC,0.6052999999999997
mp-1228599,Al3BC3,1.7243999999999993
mp-1019380,Al3BN4,3.359
mp-1214839,Al3Bi(BO3)4,4.0925
mp-645282,Al3Bi5Br12,1.5953
mp-646102,Al3Bi5Cl12,1.8216
mp-645326,Al3Bi5I12,1.2291
mp-1183140,Al3Cd,0.0
mp-1215069,Al3Co(PO4)4,1.3906
mp-1201626,Al3Co(W3C)3,0.0
mp-1214851,Al3Co3Si4,0.0
mp-867780,Al3Cr,0.0
mp-773244,Al3Cr3(SbO8)2,0.2662
mp-1228485,Al3CrO6,3.6388000000000007
mp-985825,Al3Cu,0.0
mp-10886,Al3Cu2,0.0
mp-984873,Al3Fe,0.0
mp-1190708,Al3Fe2Si,0.0
mp-29066,Al3Fe2Si3,0.0
mp-505229,Al3FeSi2,0.0
mp-1214903,Al3FeSiBO9,3.4718
mp-983594,Al3Ga,0.0
mp-1228436,Al3GaN4,3.4101
mp-1183195,Al3Ge,0.0
mp-1228562,Al3GeW2,0.0
mp-1183138,Al3H,0.0
mp-686547,Al3H36C12N3F4,0.0
mp-2294,Al3Ir,0.0
mp-571247,Al3Mo,0.0
mp-675601,Al3NO3,4.0829
mp-622209,Al3Ni,0.0
mp-1057,Al3Ni2,0.0
mp-1228921,Al3Ni2Pt,0.0
mp-16514,Al3Ni5,0.0
mp-1229029,Al3Ni9C,0.0
mp-16521,Al3Os2,0.0
mp-1183180,Al3P,0.0
mp-698160,Al3P2H14(O5F)3,5.4724
mp-1215114,Al3P2H6O11,0.935
mp-1229312,Al3P3C4NO13,0.0
mp-1202100,Al3P3H7CNO13,5.2435
mp-1215156,Al3P3H7O12,2.9114
mp-1204696,Al3P3H8C2NO13,0.9554
mp-772922,Al3P3H9C2NO13,5.1942
mp-699455,Al3P3H9C3NO14,4.958100000000001
mp-738697,Al3P4H18C3N3O16,5.2174000000000005
mp-1215146,Al3P8NO36,0.031200000000000006
mp-541732,Al3Pb5F19,5.137600000000001
mp-1183127,Al3Pd,0.0
mp-10901,Al3Pd2,0.0
mp-16523,Al3Pd5,0.0
mp-1183175,Al3Pt,0.0
mp-10905,Al3Pt2,0.0
mp-1501,Al3Pt5,0.0
mp-1188814,Al3Ru,0.0
mp-1070580,Al3Ru2,0.0
mp-24601,Al3Si2H3O10,5.476000000000001
mp-1229197,Al3Si3(PbO8)2,0.2632000000000001
mp-1214863,Al3Si3Ag4IO12,2.3680000000000003
mp-1200284,Al3Si3Pb2O13,0.05849999999999955
mp-1228909,Al3SiPd4,0.0
mp-1183131,Al3Sn,0.0
mp-1070275,Al3Tc2,0.0
mp-28693,Al3Te3I,1.9651
mp-983584,Al3Tl,0.0
mp-1229069,Al3Tl4Fe(As2O7)4,2.8428000000000004
mp-2554,Al3V,0.0
mp-1228977,Al3W3C4,0.0
mp-1228936,Al3WC4,0.0
mp-983585,Al3Zn,0.0
mp-1228973,Al3ZnCr8,0.0
mp-1229039,Al3ZnNi12,0.0
mp-31408,Al4(B2O5)3,5.8173
mvc-12907,Al4(BiS4)3,0.34450000000000003
mvc-12845,Al4(BiSe4)3,0.07270000000000021
mvc-14109,Al4(CoO4)3,0.038000000000000256
mvc-15002,Al4(FeO4)3,0.0
mvc-12893,Al4(NiO4)3,0.0
mp-1229052,Al41V4,0.0
mp-31019,Al45Cr7,0.0
mp-567919,Al45V7,0.0
mp-1193623,Al4As3O23,0.0
mp-23426,Al4Bi2O9,2.7529000000000003
mp-1591,Al4C3,1.3154000000000003
mp-10990,Al4CN3O,0.15329999999999974
mp-676414,Al4CO,0.0
mp-13703,Al4CO4,3.8248
mp-1190488,Al4CdO7,3.0638
mp-19348,Al4Co(BO5)2,2.855700000000001
mp-1044552,Al4Co13Si2(SbO14)2,1.8638000000000003
mp-1044864,Al4Cr13Si2(SbO14)2,0.7113999999999994
mp-1228914,Al4CrNi15,0.0
mp-1228748,Al4CrS8,0.0
mp-1044336,Al4Cu13Si2(SbO14)2,0.0
mp-1228752,Al4Cu15,0.0
mp-1197460,Al4Fe(SiO6)2,0.0
mp-1133344,Al4Fe13Si2(SbO14)2,1.5741
mp-1229285,Al4Fe2CuP4(H8O13)2,0.7142000000000004
mp-1204107,Al4Fe2Si5O18,3.7282
mp-1228777,Al4Fe5Rh,0.0
mp-1228691,Al4GaSb5,0.9059999999999996
mp-1228701,Al4Ge2W3,0.0
mp-1199608,Al4H12C15O31,0.3034000000000001
mp-1229278,Al4H50S7O52,1.6131
mp-1228698,Al4InAgS8,1.0279999999999996
mp-1228721,Al4InAgSe8,0.6583000000000001
mp-1228728,Al4InAgTe8,0.3946000000000001
mp-1228699,Al4InCuS8,1.0381
mp-30180,Al4Mo,0.0
mp-1228788,Al4Ni12C,0.0
mp-1228713,Al4Ni15,0.0
mp-1228288,Al4Ni15Ge,0.0
mp-1228500,Al4Ni15Sb,0.0
mp-1228460,Al4Ni15Sn,0.0
mp-16515,Al4Ni3,0.0
mp-1228186,Al4Ni3Pt,0.0
mp-706709,Al4P3(HO5)3,5.5706
mp-709031,Al4P4H11C3NO18,1.029
mp-1201890,Al4P5HN2O21,0.0
mp-1215160,Al4Re12B,0.0039000000000002366
mp-1199693,Al4SO18,0.047400000000000116
mp-1228120,Al4Si,0.0
mp-1203554,Al4Si19,0.0
mp-1228192,Al4Si2Mo3,0.0
mp-1044564,Al4Si2Ni13(SbO14)2,2.3477
mp-1044109,Al4Si2Sn13(SbO14)2,1.4178999999999995
mp-1106244,Al4SiC4,0.0
mp-1228117,Al4SiPd,0.0
mp-1104047,Al4Tc,0.0
mp-1044922,Al4V13Si2(SbO14)2,0.01989999999999981
mp-1228506,Al4VNi15,0.0
mp-30336,Al4W,0.02700000000000013
mp-1228406,Al4Zn3Cr2O12,3.3353
mp-693340,Al4Zn4P8H13N3O32,4.1775
mp-1096832,Al4ZnS7,3.0107
mvc-12090,Al5(BiS4)3,0.0
mvc-12088,Al5(BiSe4)3,0.0
mvc-13349,Al5(CoO4)3,0.4395000000000007
mvc-14071,Al5(CuO4)3,0.0
mvc-14111,Al5(FeO4)3,2.0272
mvc-11911,Al5(NiO4)3,0.0
mp-1229054,Al53Fe17Si12,0.0
mp-1228170,Al5AgS8,1.3414
mp-3281,Al5BO9,4.9356
mp-5496,Al5C3N,1.4427000000000003
mp-196,Al5Co2,0.0
mvc-13206,Al5Cu3Si6(O7F2)3,0.19599999999999973
mp-35267,Al5CuS8,1.4217000000000004
mp-37405,Al5CuSe8,0.5140000000000002
mp-1228374,Al5FeNi,0.0
mp-626161,Al5HO8,4.7661
mp-571053,Al5Mo,0.0
mp-1228559,Al5Ni41B12,0.0
mp-1182893,Al5O8,0.0
mp-1192984,Al5Re24,0.0
mp-1228158,Al5S8,0.0
mp-1214826,Al5Sb3O16,0.0
mp-1228165,Al5Se8,0.0
mp-30337,Al5W,0.0
mp-6738,Al6B5(O5F)3,6.114699999999999
mp-1214854,Al6B5O18,0.4339
mp-686476,Al6Bi24Cl23,0.4712
mp-5798,Al6C3N2,0.0
mp-1228266,Al6CO7,0.0
mp-9203,Al6Cd4SO12,2.7128
mp-9535,Al6Cd4TeO12,2.5660000000000003
mp-1228194,Al6CoCu3,0.0
mp-1228556,Al6Cu2B4O17,0.3632
mp-1202099,Al6CuP4(H4O7)4,1.0073
mp-1190320,Al6Ge5,0.4959999999999996
mp-1214809,Al6GeW,0.0
mp-775365,Al6H16C5(Cl2O)6,5.5157000000000025
mp-16528,Al6Re,0.0
mp-530331,Al6SnTe10,1.4355999999999995
mp-686801,Al6ZnP4(H4O7)4,2.2676
mp-569102,Al7(CN)3,0.0
mp-28759,Al7(TlS4)3,2.7930000000000006
mp-1229249,Al79(Fe13Si9)2,0.0
mp-17856,Al7CoCu2,0.0
mp-1228228,Al7Cr(Bi2O9)2,2.452
mp-1214887,Al7Cu2Rh,0.0
mp-1214866,Al7Cu2Ru,0.0
mp-4689,Al7FeCu2,0.0
mp-1019381,Al7Si3BO18,4.6157
mp-14506,Al7Te10,1.3602000000000003
mp-13875,Al8(Pb3O7)3,2.8716
mp-1228130,Al8BC5,0.0
mp-541187,Al8C3N4,0.1880999999999995
mp-19954,Al8Cr5,0.0
mp-1193259,Al8Fe5,0.0
mp-2733,Al8Mo3,0.0
mp-1229326,Al8P8H22C14N4O33F2,0.6729999999999999
mp-693763,Al8P8H34N7O36F5,4.8724
mp-772413,Al8SiO14,4.0633
mp-1228763,Al8V5,0.0
mp-1229020,Al8Zn3CdS16,2.4835000000000003
mp-1228970,Al8Zn3CoO16,3.2402999999999995
mp-1228742,Al9Co2Ni,0.0
mp-1228622,Al9Cr(BO9)2,3.7598
mp-1214838,Al9Cr3Si,0.0
mp-1229042,Al9Fe2(SiO6)4,0.2477000000000001
mp-744386,Al9Fe2Si4HO24,3.6530999999999993
mp-1229075,Al9Si2BO19,4.7834
mp-1228997,Al9SiC7N,0.0
mp-1228901,AlAg,0.0
mp-1228964,AlAg(PSe3)2,1.0764
mp-1047674,AlAg(WO4)2,1.5337999999999994
mp-985805,AlAg2,0.0
mp-1228988,AlAg3,0.0
mp-1205591,AlAg3F6,0.2595
mp-1228947,AlAg4,0.0
mp-1096668,AlAgAu2,0.02519999999999989
mp-631568,AlAgB,0.0
mp-1214923,AlAgF4,2.2247000000000003
mp-9631,AlAgO2,1.4090999999999996
mvc-3844,AlAgO3,0.1785000000000001
mp-5782,AlAgS2,1.9003
mp-14091,AlAgSe2,1.136
mp-1228963,AlAgSnSe4,1.1017
mp-14092,AlAgTe2,1.0465999999999998
mp-542678,AlAs(H2O3)2,3.6412
mp-1182888,AlAs2,0.0
mp-567734,AlAs3(SeCl)4,2.3859
mp-558360,AlAs3S5Cl4,2.2534
mp-7849,AlAsO4,4.2482
mp-1215024,AlAsO6,0.4288
mp-1025306,AlAsPt5,0.0
mp-1399,AlAu,0.0
mp-569558,AlAu2,0.0
mp-1183223,AlAu3,0.0
mp-1490,AlAu4,0.0
mp-16613,AlAuO2,0.5888
mp-1183159,AlAuO3,0.0
mp-1200535,AlB2P2H7O13,2.5318
mp-631514,AlB2Pb,0.0
mp-1229224,AlB2Pb6(OF)7,2.7910000000000004
mp-1205240,AlB3(H5N)6,5.535500000000001
mp-706662,AlB3H14N,1.1690999999999998
mp-1019379,AlB3N4,3.5966000000000005
mp-1200079,AlB5H16(NO7)2,4.4689
mp-1205009,AlB6H6(CCl3)2,3.3408
mp-1195438,AlB7Pd15,0.01849999999999952
mp-7574,AlBMo,0.0
mp-1008557,AlBN2,3.0483
mp-8110,AlBO3,5.830899999999999
mp-24757,AlBP2H5NO9,5.2797
mp-558137,AlBPbO4,2.7567000000000004
mp-1070916,AlBW,0.0
mp-1042146,AlBi(WO4)2,2.3077
mp-1190020,AlBi2Se2BrCl4,1.4308999999999998
mp-1200931,AlBi2Te2BrCl4,0.8698000000000001
mp-1183170,AlBi3,0.0
mp-1047502,AlBi3F15,0.0197999999999996
mp-1229110,AlBi3Sb2O11,2.5888
mp-1048242,AlBi3Se2ClO8,0.0
