id,composition,Eg
3615,Tl2PrInSe4,0.93
3616,Gd2ZrS5,1.88
3617,Pr2S3,2.68
3618,PbBiO2Br,2.47
3619,YbS,1.1
3620,K6Cd4Sn3Se13,2.33
3621,Pb0.75Ge0.25Te,0.44
3622,CdSb,0.47
3623,BeTe,2.89
3624,Pb0.96TeGa0.04,0.37
3625,NdLuSe3,1.61
3626,Bi6Cu3S10I,0.72
3627,LiH3Se2O6,4.9
3628,BaLa2In2S7,1.87
3629,Li3Cs2B5O10,7.3
3630,TlScS2,1.51
3631,InSe,1.36
3632,SbSBr,2.17
3633,Zn0.75Hg0.25Se,1.4
3634,K2Ge4Se8,1.8
3635,CdSiP2,2.1
3636,ZnGeN2,3.2
3637,KAsSe2,1.62
3638,GaN,3.3
3639,Cu2Te,1.04
3640,Dy2Mo3O12,1.92
3641,Li2PtO3,2.3
3642,PbSe0.01S0.99,0.37
3643,Si2Te3,2
3644,Eu2SnSe5,1.07
3645,Ba6Sn6Se13,1.52
3646,As2S6,2.35
3647,Rb2CdBr2I2,3.35
3648,Cu2Ga4Te7,1.08
3649,Ba2In2Se5,2.12
3650,Cs3Sb2I9,1.89
3651,Cu3SbSe4,0.31
3652,Ag0.5Pb1.75GeSe4,1.51
3653,Pr2S3,2.6
3654,Sr2V3Se5O18,2.47
3655,InSe,1.19
3656,Nd2HfS5,0.7
3657,Nb6VSb3O25,3.2
3658,TeSe3,1.4
3659,Na2Ga2SnS6,2.29
3660,Sn2BiSI5,1.32
3661,Ag3SbS3,1.77
3662,TlS,1.36
3663,K10Mn4Sn4S17,2.3
3664,GaSb,0.81
3665,Bi2Te2.7Se0.3,0.2
3666,PtSb2,0.4
3667,AgGaGeS4,3
3668,KCu2SbS3,1.53
3669,TiCoSb,0.95
3670,InS,1.9
3671,Ag3SbS3,2.13
3672,PrTaN2O,2
3673,Pr2Sr2PtO7.07,3.05
3674,InSb,0.24
3675,KBiS2,0.86
3676,Cs4In8GeSe16,2.2
3677,Tl6CuTe2O10,2.3
3678,InPS4,3.12
3679,BaCuTeF,2.3
3680,Ge0.2Si0.8,1.1
3681,Ba5In4Te4S7,2.13
3682,CsMn4In5Se12,1.79
3683,CuInSe2,0.95
3684,PbN6,2.98
3685,LiSbS2,1.36
3686,GeS,1.61
3687,AlSb,1.69
3688,Be3N2,3.8
3689,AlSb,1.7
3690,Cs39Cl6Ga53Se96,2.74
3691,Zn0.43Cd0.57Se,2.9
3692,Ag2SnS3,1.26
3693,AlP,2.42
3694,Cu0.4Ga1.6S2.6,2.5
3695,Cs3Bi2I9,1.8
3696,Tl3TaS4,2.7
3697,PbS,0.29
3698,Be3Sb2,0.67
3699,V2O5,2.3
3700,Cu3SbS4,0.8
3701,BiSeI,1.28
3702,CuYO2,3.5
3703,TlCr5S7Se,0.97
3704,GaVTe2O8,3
3705,CdS,2.4
3706,Zn0.65Hg0.35Se,1
3707,Pb0.95Ge0.05Se,0.28
3708,V2O5,2.49
3709,NaF,10.5
3710,Bi12SiO20,3.25
3711,VTeO5H,2.51
3712,CdAs2,1.2
3713,CsMn4Ga5Te12,1.55
3714,CsI,6.3
3715,Yb2O3,5.22
3716,Ba2InCeTe5,1.35
3717,CdTe,1.43
3718,In0.2As0.2Ga0.8P0.8,2.15
3719,CuI,3.07
3720,PbCuSbS3,1.31
3721,Ba2CdB6O12,4.59
3722,Sn2BiS2I3,1.22
3723,GeSe,1.18
3724,As2Te3,1.68
3725,Sm2S3,3
3726,GaN,3.6
3727,Y2O3,5.6
3728,GaSb,0.72
3729,GaSe,2.04
3730,PbSe,0.28
3731,Ag2VI3O11,2.16
3732,GaN,3.49
3733,LiSbSe2,0.68
3734,InSb,0.18
3735,Cs2ZnSn3Se8,2.12
3736,Zn4Sb3,1.2
3737,TlInSe2,1.22
3738,Eu2Ga2GeS7,2.3
3739,TlHg6Se4Br5,2.8
3740,AlP,2.52
3741,La2Sr2PtO7.13,2.52
3742,KCu3S2,1.46
3743,CuInS2,1.55
3744,RuP2,0.8
3745,SnGe,0.8
3746,Hg0.9Cd0.1Se,1.5
3747,Cu2O,2.67
3748,CdCuSe2O6,3.33
3749,PbTe,0.31
3750,AgP15,1.47
3751,SmSb,0.59
3752,IrAs2,1
3753,PbTe0.5Se0.5,0.29
3754,KScSe2O6,5.4
3755,CdGeP2,1.8
3756,Cu2Ta4O11,2.7
3757,ReS2,1.33
3758,Pr4InSbSe9,1.89
3759,Cd0.6Te0.6Al0.4Sb0.4,1.8
3760,Cu2Ta11O30,2.59
3761,Tl2TeI6,1.5
3762,La10OSe14,2.04
3763,NaNO2,3.1
3764,K2La2Sb2S9,2.2
3765,AgPdI3O9,1.5
3766,Bi2Mo3O12,2.9
3767,Se0.2Te0.8,0.4
3768,Ga0.2Al0.8P,2.43
3769,Ag3SbS3,2.17
3770,InSb0.2As0.8,0.12
3771,ZnSe,2.81
3772,MnAl3,0.58
3773,InN,2.11
3774,TaGaS2,2.54
3775,CuBr,2.99
3776,MgSe,5.6
3777,EuTm2Se4,1.8
3778,BaTeMo2O9,3.12
3779,Mg3N2,2.8
3780,Ba2InSbSe5,1.92
3781,TiTlSe2,0.56
3782,Ca3La2Sn3S12,1.45
3783,Cs2PtI6O18,2.4
3784,BiSI,1.64
3785,EuCu2SnS4,1.85
3786,GaSe,2.16
3787,Na2BaGeSe4,2.25
3788,ZnS,3.54
3789,Sr3GeSb2Se8,0.75
3790,K2Ho4Cu4S9,2.43
3791,La2CoTiO6,1.02
3792,In0.8Al0.2P,1.7
3793,Zn3As2,1.11
3794,Cu2ZnSnSe4,1.44
3795,Ga0.1P0.1Zn0.9Se0.9,2.3
3796,LiBi4Nb3O12,3
3797,K3Ga3Ge7S20,3.25
3798,K2Au2Sn2Se6,2.28
3799,TlCl,3.2
3800,TcS2,1
3801,SnO,3
3802,GaTe,1.52
3803,GaAs0.75Sb0.25,0.65
3804,BaIr2Ge4Se6,1.33
3805,KInTe2O6,4
3806,ZnSnO3,3.9
3807,Mg2Sn,0.18
3808,Ca5Bi14O26,2.6
3809,Ga1.001Sb0.999Te0.003,0.72
3810,YNiSb,0.29
3811,SrO,5.7
3812,Gd6Ge2.5S14,2.2
3813,KZrPSe6,2
3814,Ba5CdGa6Se15,2.6
3815,Ag3SbS3,2.2
3816,MnTe,1.25
3817,Ag2S,1
3818,Ag3AsS3,1.86
3819,Ag3SbS3,2.17
3820,AgGaSe2,1.65
3821,AgGaSe2,1.8
3822,AgSbSe2,0.58
3823,AlP,2.5
3824,AlP,3.63
3825,As2S3,2.2
3826,As2S3,2.32
3827,As2S3,2.43
3828,Bi0.6Te3Sb1.4,0.2
3829,CdAs2,0.89
3830,CdGa2Se4,2.27
3831,CdGa2Se4,2.5
3832,CdP2,2.11
3833,CdS,2.57
3834,CdSb,0.49
3835,CdSe,2.26
3836,CdSe,2.18
3837,CdTe,1.59
3838,CdTe,1.49
3839,CdTe,1.52
3840,CuFeS2,0.53
3841,CuGaSe2,1.63
3842,Dy2S3,2.91
3843,GaAs,1.52
3844,GaAs,1.42
3845,GaAs,1.58
3846,GaAs,1.43
3847,GaAs,1.43
3848,GaN,3.8
3849,GaS,2.38
3850,GaS,2.53
3851,GaSe,1.97
3852,GaSe,2.09
3853,GaTe,1.42
3854,GaTe,1.8
3855,GeSe,1.17
3856,GeSe2,2.36
3857,In4Te3,0.57
3858,InAs,0.36
3859,InAs,0.41
3860,InAs,0.4
3861,InAs,0.41
3862,InSe,1.18
3863,InSe,1.2
3864,InSe,1.32
3865,InSe,1.35
3866,KI,6.38
3867,Mg3As2,2.6
3868,NaBiSe2,0.28
3869,PbS,0.31
3870,PbS,0.29
3871,PbTe,0.19
3872,RbI,6.36
3873,Sb2S3,1.63
3874,Sb2S3,1.72
3875,Sb2S3,1.71
3876,SnS,1.2
3877,SnS,1.18
3878,SnSe,0.94
3879,Tl2Te3,0.48
3880,Tl2Te3,0.7
3881,TlCl,3.5
3882,TlSbS2,1.54
3883,Zn3As2,1.09
3884,Zn3As2,0.98
3885,ZnGeAs2,1.05
3886,ZnO,3.35
3887,ZnS,3.87
3888,ZnS,3.6
3889,ZnSe,2.67
3890,ZnSnP2,1.3
3891,ZnTe,2.39
3892,ZnTe,2.25
3893,ZnTe,2.29
3894,ZnSe,2.76
3895,ZnSnP2,1.66
3896,ZnTe,2.4
