,composition,Tc
831,Gd0.65Ca0.2Mo0.15Ba2Cu3O6.818,84.1
833,Th1Ru2Ge2,1.1
836,Li0.3O3W1,2.2
837,Nb20Ti75Ta5,7.1
839,Ca2Cu1Cl2.5O2,38.0
840,Zr33.3V56.7Nb9.9,5.34
841,Bi1.5Pb0.5Sr1.6La0.4Cu1O6.055,28.4
843,Lu0.25Y0.75Ni2B2C1,14.2
844,Bi4Sr3Ca2.55Y0.45Cu4OY,85.8
845,Pb0.6Cu0.4Sr0.9La1.1Cu1O5.18,31.6
846,Mo0.04Zr0.96,4.47
847,Bi3S3O2,4.3
848,Li1Rh1B1.5,2.5
850,Nd0.9Ca0.05Pr0.05Ba2Cu3O6.95,81.4
851,Eu1Ba2Cu3O6.88,94.0
852,Dy1Ni2B2C1,5.033571428999999
853,Ge3Y1,2.35
855,Dy1Rh3.2Ir0.8B4,1.78
856,Bi2Sr2Ca1Cu2O8.234,84.0
857,Rh0.08Ti0.92,3.5
860,Th1Ir1Os1,3.61
861,V3Ga0.78Sn0.22,6.9
862,B2Os1,1.5975
864,La1.84Sr0.16Cu0.97Zn0.03O4,7.85
867,Ba1Cu0.4Si1.6,2.11
868,Ta0.05Mo0.95C1,11.8
869,Nb2Se3,2.3
870,Cu0.01Ta1S2,3.05
872,Mg0.989Cu0.011B2,38.05
873,In0.85Pb0.15,5.1
874,Au0.7Nb3Pt0.3,12.5
878,B5Hf0.2Nb1.8,3.6
879,Mo0.05Tc0.95,10.8
880,Pb1Te1Yb1S1,5.93
881,Pr0.8Sr0.2Fe1As1O1,14.6
882,Mg1Al1Si1,6.0
883,Nd0.9Ca0.1Ba0.6La0.4Cu3O6.7,54.5
885,Th0.8Sc1.2C3,6.0
887,Nb75Ga10Al15,17.2
888,Nb2.85Zr0.15Sn1,18.1
889,Th1Ir0.4Os1.6,3.56
890,Lu1Ni1.8Co0.4B2C1,2.6
891,P1Pb1,7.8
892,Bi0.5Pb0.31Sn0.19,8.5
893,Ho0.7Lu0.3Ni2B2C1,8.72
894,Y1Ba2Cu3H0.32O6.91,91.25
896,Y1Ba2Cu2.919Zn0.081O6.75,20.0
897,Na0.28Pb0.72,7.2
898,Y0.15Dy0.85Ni2B2C1,4.3
900,Yb1Ba2Cu3O6.97,88.0
901,Ca1Al0.5Ga0.5Si1,3.73
902,Ba2Sn3Sb6,3.9
903,In0.087Pb0.913,7.035
904,Nb79.2Sn5.2Al5.2Ge10.4,10.9
905,Mg0.94Al0.06B2,37.0
906,Ir3Y1,3.5
907,Y0.95Ba1.95Ca0.1Cu4O8,80.0
909,Bi0.1In0.9,5.05
910,Pb1Sr0.8Ba1.2Y0.7Ca0.3Cu3O8.41,42.0
911,V0.75Ge0.025Al0.225,11.2
912,La1.5Sm0.3Sr0.2Cu1O4,17.0
913,Ho1Sr0.4Ba1.6Cu4O8,68.1
914,La0.25Sm0.75Ba1Ca1Cu3O7,65.0
915,Ba0.14O3W1,1.725
917,La1Fe1As1O0.7,28.4
918,Bi1.6Sr0.4Yb1Cu3O6.817,55.0
920,Er1Rh4B4,7.795
921,Nb0.6Rh0.4,4.21
922,Nb0.4Ru0.6,2.5
923,Sm1Fe0.875Ir0.125As1O1,16.5
924,Li1Pb1,7.2
927,Ba1Fe1.44Ru0.56As2,15.0
930,Re10Zr90,4.12
931,Os0.113Re0.887,1.79
932,Sr2Cu1C0.96B0.04O5,7.0
933,Pb0.95Tl0.05,3.5275
936,Tm0.5Pr0.5Ba2Cu3O6.64,36.0
937,K0.33Ta1S2,3.8
939,La1.85Sr0.15Cu0.984Zn0.016O4,19.0
940,Sn0.24Eu0.8Mo6.35S8,6.0
942,Mo0.8Hf0.2C1,11.4
944,Nd0.6Ca0.4Ba0.6La0.4Cu3O6.83,84.0
945,Al0.33Ge0.67,1.75
946,Lu4.95Sc0.05Ir4Si10,4.5
947,Y1Ba2Cu3.84Zn0.16O8,31.5
948,Ca10Ir4Fe10As18,17.35
951,Zn1Tl0.78Ba1Cu1O4.5,81.0
953,Tm1Th3.4Ru0.6B4,8.3
955,Fe0.5Ba2Gd1Cu2.5O7.45,72.0
958,Bi2Sr2Ca1Cu2I0.1O8.21,83.9
959,Hf0.32Ta0.68,6.68
960,Fe1Se0.8S0.2,10.015
961,Pd49.75V0.25Sb50,1.13
963,La1.85Sr0.15Cu0.993Ni0.007O4,32.6
965,Gd1Ba2Cu3O6.98,94.2
966,Nb1C0.2N0.7,17.2
968,Zr1Pd2In1,2.19
971,Li1Hf1N1Cl1,25.3
972,Mg0.99Pb0.01B2,35.9
973,Li1Hf1N1Br1,24.1
975,Ca0.3Ba1.45La1.25Cu3O7.172,76.9
976,Ca1Al0.7Ga0.3Si1,4.78
978,Tl2Ba2Cu1O6.01,81.0
979,Y1Ba2Cu2.94Zn0.06O6.68,22.5
981,Ba0.64K0.36Fe2As2,25.6
982,Bi2Sr1.6La0.4Cu1O6.29,30.6
983,Nb3Pt0.02Rh0.98,2.52
984,Nd0.8Pr0.2Ba2Cu3O6.75,9.8
986,Ba1Fe1.838Co0.094Cu0.068As2,5.3
988,Nb3Al0.75Ge0.25,19.8
990,Tl1Sr1.5Ce0.5Ca1Cu2O7,5.0
993,Fe1Sr2Eu1Cu2O7.51,22.0
994,Be17Nb2,1.47
998,Nb1C0.5N0.47,17.4
999,Er0.97Tm0.3Rh4B4,9.03
1000,Y2Dy3Os4Ge10,2.86
1001,Nd1.86Ce0.14Cu1O4,22.9
1002,N1Th1,3.3
1003,La1.842Nd0.008Sr0.036Ba0.114Cu1O4,31.7
1004,Zr33.3V59.25Nb7.35,6.3
1005,Lu2Ir3Si4.75Ge0.25,6.2
1006,Hf1V2H0.5,7.33
1007,Y0.4Yb0.6Ba2Cu3O6.93,91.1
1009,Y1Ru4B4,1.4
1010,Nb3Al0.96Ge0.04,19.8
1012,Ba0.8Rb0.2Ti2Sb2O1,6.19
1014,Eu0.65La1.2Ce0.15Cu1O4,11.0
1015,La1.882Ba0.118Cu0.99Ni0.01O4,12.7
1016,Nb2S2C1,7.6
1018,Ca0.34Na0.66Fe2As2,34.0
1020,Y1Ba2Cu3O6.838,84.8
1021,Sm0.7Pr0.3Ba2Cu3O6.85,4.4
1023,Re24Zr5,3.875
1026,Nd1.35La0.5Ce0.15Cu1O4,19.1
1027,Y2Br1Cl1C2,3.85
1028,La1.937Sr0.063Cu1O4,11.7
1030,Mg1B1.9C0.1,32.84363636
1031,Lu3Rh4Ge13,2.3
1032,Ba0.7K0.3Bi1O3,29.9
1033,Y0.8Pr0.2Ba2Cu3.975Fe0.025O8,46.0
1034,C0.46W0.54,9.0
1035,Y1Ba2Cu3O6.729,56.8
1036,Mg0.95Al0.025Li0.025B2,37.0
1037,Cr0.1Ti0.3V0.6,5.6
1038,Nb0.2V0.8,4.03
1040,Mo6Se7S1,4.48
1041,La1.1Ba1.5Ca0.4Cu3O7.123,76.0
1042,Nd1.85Ce0.15Cu0.995Mn0.005O4,22.1
1043,Zr1Ru1P0.85B0.15,6.4
1045,Y2I0.4Br1.6C2,5.8
1046,Sc0.8Y0.2Ni2B2C1,14.8
1047,Ge0.5Nb3Sn0.5,11.3
1048,Ba2Bi2Sb1,3.92
1049,Y1Ni1.82Pd0.18B2C1,11.8
1050,Sn0.927In0.061Te1,1.8
1051,Be2Nb3,2.3
1055,Y1Pd4B1C0.2,21.0
1058,Hg1Ba2Cu1O4.34,59.0
1059,S1Y1,1.9
1061,Mo2Zr1,2.7430000000000003
1062,Y1Ba2Cu2.9Ni0.1O6.87,55.0
1063,Y1Ba2Cu2.9Fe0.1O6.929,71.0
1064,Ba1Fe1.7Zn0.08Co0.22As2,8.77
1065,Al0.8Ge0.2Nb3,20.375
1066,Tl2Ba2Cu1O5.929,70.0
1067,Nb2.919Hf0.081Al1,16.5
1069,Sm0.9Pr0.1Ba2Cu3O6.85,42.2
1070,Os0.1W0.9,1.5
1071,La1.83Sr0.17Cu0.65Ni0.35O4,13.5
1072,Mg1C1Ni2.95Co0.05,7.42
1073,Mg1B1.4C0.6,19.45
1074,Mo3S4Sn0.6,14.2
1075,Sc4Rh6Sn19,3.2
1076,La1Fe1As0.7P0.3O1,9.743333332999999
1077,In0.05Sn0.95,3.625
1078,Sm0.1La1.7Sr0.2Cu1O4,32.0
1079,Rh1Zr1,1.35
1080,Tl1Sr1.5Ho0.5Ca1Cu2O7,80.0
1081,Hg1Ba2Cu1O4.047,95.0
1082,Nd1.85Ce0.15Cu1O4.034,18.1
1084,Bi0.3Pb0.2La1.5Sr1Cu2O5.94,24.0
1085,La1.85Sr0.15Cu1O4.05,39.0
1087,Ti0.42V0.58,7.52
1090,C0.72W0.28Si1,3.9
1092,Ru0.6Sn0.4Sr2Eu1Cu2O8,24.2
1094,Y1Ba1.8La0.2Cu3O6.7,44.3
1097,Pb0.5Cd0.5Sr1.5Ba0.5Ca0.5Y0.5Cu2O7,49.0
1098,K0.75Ca0.25Bi1O3,8.7
1099,Bi1.4Pb0.6Sr2Ca1.4Ga0.6Cu3O7,70.6
1100,Y0.76Ca0.24Ba2Cu2.94Co0.06O6.81,82.0
1101,Th1.8Ho0.2C3,5.4
1103,Hg0.85Re0.15Ba2Cu1O4.525,96.3
1107,Sn0.8In0.2Te0.8Se0.2,3.8
1108,Hg0.8Ge0.2Ba2Ca1Cu2O6.2,124.0
1109,Zr1Ru0.8Fe0.2P1,2.6
1113,Bi1.7Pb0.3Sr2Ca1Cu2O8,80.5
1114,Ta0.9V0.1,3.58
1116,Nb5Pt3,3.73
1117,Nb0.8Ga0.195Cr0.005,14.9
1119,Cu0.55Zn0.45Ir2S4,2.41
1121,Nb2.778Ti0.222Al1,13.0
1122,Bi2Sr1.8Ca1.2Cu2O8.211,73.7
1123,Sr0.95Y0.05Cu1O2,38.6
1125,C1.35Ca0.1Y0.9,10.5
1127,Er1.2Mo6S8,1.4333333330000002
1128,Bi3S3O3,5.1
1129,Bi1.8Pb0.2Sr1.9La0.1Cu1OY,20.2
1132,La1.35Ba1.5Ca0.15Cu3O6.67,43.0
1133,Y1Ba2Cu2.9Zn0.1O6.85,50.08
1136,Hg1Ba2Cu1O4.17,78.0
1137,Bi2Sr2Ca2Cu3O10.28,108.7
1138,Nd0.95Pr0.05Ba2Cu3O6.85,57.2
1139,Y2Cu2I2,10.1
1142,La2.5Y0.5Ca1Ba3Cu7Fe7O16.574,80.0
1143,V3Si0.46Ga0.54,7.4
1144,La2.8Ba3.2Cu6O14.07,13.0
1146,Yb0.8Pr0.2Ba1.7Sr0.3Cu3O6.92,76.0
1150,V0.746Sb0.179Al0.075,4.3
1151,Eu1.80375Gd0.04625Ce0.15Cu1O4,5.7
1152,Bi0.45Pb0.55,7.7
1154,La3Ni2B2N2.7,12.5
1156,Mg1Co1Ni3,7.63
1157,C0.64Mo1,8.45
1158,Eu1.3Ce0.7Sr2Ru1Cu2O10,33.0
1159,Pb0.5Sr2Ca0.5Er0.5Cu2.5O7,70.0
1160,Y2La1Ba3Cu6O14.17,28.0
1162,Na2Rb1C60,1.966666667
1163,Cr1Ru3,3.3
1164,Sc4Ir6Ge19,1.4
1166,Tl1Ba2Ca0.6Y0.4Cu2O7,95.8
1167,Yb0.6Pr0.4Ba2Cu3O6.91,50.5
1168,La2.9451Gd0.0549In1,2.71
1172,Y1Ba2Cu2.9Co0.1O6.89,55.3
1173,Sm1Fe0.9Rh0.1As1O1,9.6
1175,Y1Ba1Sr1Cu2.9Sn0.1O7,69.1
1177,In1Te1,2.206
1178,Mo0.9Ti0.1C1,13.1
1179,Mg0.95Li0.025Al0.025B2,38.2
1180,Pd50.745Sc0.255Sb49,1.56
1181,Ru28Zr72,3.76
1182,Nb0.85W0.15,5.32
1183,La1.84Sr0.16Cu0.975Ni0.025O4,15.0
1185,La1.8Pr0.2Cu1O4.0631,20.2
1188,Y0.8Pr0.2Ba2Cu3.95Fe0.05O8,33.0
1190,Sr0.15La1.85Cu1O4,34.7
1191,Al1Sr2Ca2Cu3O9.7,72.0
1192,V0.5Nb2.5Sn1,14.2
1194,Ba0.47K0.53Bi0.965Pr0.035O3,2.97
1195,Th7Fe2.43Ni0.57,1.05
1197,Zr0.935Lu0.065B12,4.77
1198,Fe3Th7,2.016666667
1200,Ca0.4Ba1.25La1.35Cu3O7.04,21.3
1201,Rh0.02Zr0.98,2.4
1204,La1Tl0.75Sn2.25,1.19
1206,Y0.7Th0.3Ni1C2,7.445
1208,Na0.33Co1H2.6O3.3,2.2
1209,Ba1Fe1.988Mo0.012As2,16.3
1210,Au0.22Te0.78,1.54
1212,La0.5Sm0.5Bi1S2F0.5O0.5,4.05
1213,Ho1Th3.4Ru0.6B4,6.3
1214,Ba1Ag0.5Si1.5,1.21
1218,Tl1Sr2Ca0.4Y0.6Cu2O6.93,92.0
1219,Ba0.65Na0.35Fe2As2,31.25
1220,Th1Ir2Si2,2.215
1221,Dy1Ba1Sr1Cu3O6.89,79.5
1223,Al20.3V2,1.49
1224,Ir0.98Pt0.02Te2,1.4275
1227,C60Ca5,8.4
1231,Nb0.98Ta0.02,9.02
1232,Na0.3Ba6.2Si46,4.0
1233,La1.25Ca0.15Nd0.6Cu1O4,25.0
1234,V0.741Sb0.113Al0.146,6.1
1235,La2Cu1O4.095,37.8
1238,Ta2Zr1,2.3
1239,Ca8.77Pr1.23Pt3Fe10As18,26.9
1240,Tl2Ba2Cu1O6.05,47.0
1241,Ba0.83K0.17Fe2As2,8.0
1242,Er0.75Ca0.1Hf0.15Ba2Cu3O6.796,73.6
1243,Fe1Te0.88S0.12,6.8
1248,Y1Ba2Cu2.94Fe0.06H1O7,30.0
1249,C0.04Re0.96,1.98
1251,B1Mo1.75Ta0.25,3.05
1253,La1.805Sr0.195Cu0.98Ru0.02O4,14.1
1254,Y0.9Ca0.1Ba2Cu2.9Al0.1O6.88,91.1
1256,La1.85Sr0.15Cu0.992Al0.008O4,27.1
1258,Nb3Ge0.5Ga0.5,7.3
1260,Pd0.2Ho1Te3,2.0
1262,V0.747Ga0.131Al0.122,11.7
1263,Nb48.15Zr42.5Ta9.35,10.4
1264,Pb0.85Tl0.15,6.73
1265,Pr0.88La1Ce0.12Cu1O3.934,24.0
1266,Ho1Ir2Rh2B4,6.41
1267,Hg0.333In0.667,4.115
1268,Al0.005V0.995,4.82
1270,V3Ga0.4Si0.6,8.7
1271,Y1Ba1.75Cu2.75Co0.25O7.06,63.0
1272,Y0.6Pr0.4Ba2Cu4O8,55.25
1273,Y1Ba2Cu3H0.52O6.91,91.7
1274,Hg1Ba2Cu0.97Zn0.03O4.043,53.0
1275,Ba1Pb0.65Bi0.35O3,3.93
1277,Rh0.53Se0.47,6.0
1278,Bi0.3Pb0.7,8.63
1279,Y1Ba2Cu3H0.64O6.54,42.05
1280,La1.55Er0.45Ba2Ca0.9Cu4.9O11.664,76.0
1281,Tl0.5Ba2Ca1Be2Cu4.5O9.948,110.0
1284,Cu1Cr1O2,132.0
1287,La2.5Gd0.5Ca1Ba3Cu7O16.359,80.0
1288,Sr0.8Fe2Se2,38.0
1290,Y1Ni1.98Mn0.02B2C1,15.48
1293,Sr0.2W1S2,3.5
1295,C1Ca3Cu2O7.1,47.0
1296,Cu0.7Ti1Se2,3.9
1298,Nb1S0.899,3.83
1299,Y1Ba2Cu3.7Zn0.3O8,22.5
1301,Sn0.8In0.2Te0.85Se0.15,3.9
1303,Y0.7Pr0.3Ba2Cu3O6.65,46.0
1304,Sr0.85La0.15Cu1O2,31.9
1305,Ge2Mo1,3.055
1306,Y1Ba2Cu3H0.91O6.91,91.4
1307,Ce1Te1.82,2.7
1308,W1.75Ru1.25B2,3.38
1311,Nd1.85Th0.15Cu1O3.98,17.0
1314,Y1Ba2Cu2.85Ni0.15O6.9,73.0
1316,Ba1Fe1.78Ni0.22As2,3.4
1317,Sm1Ba2Cu3O6.944,94.0
1318,Bi1.8Pb0.2Sr1.55La0.45Cu1OY,28.3
1320,C1Ir2W3,2.1
1321,Y0.2Lu0.8Ir4B4,3.04
1323,Eu1Ba2Cu3O7.1,94.9
1324,C1.3La1,8.3
1325,Nb0.9Rh1.1,3.07
1327,Er1Ba2Cu2.67Zn0.24Fe0.09O6.94,32.0
1328,La1.665Pr0.185Sr0.15Cu1O4,35.0
1329,Ba0.2K0.8Fe2As2,12.8
1332,La1.83Sr0.17Cu0.99Ru0.01O4,30.55
1334,U1Pd2Al3,1.864
1336,Ir0.58Rh0.37Te2,3.76
1337,Ba1.34Eu2Ce0.66Cu3O9.02,25.0
1338,Cu1Co1.95Cr0.05S4,3.4
1339,Hg1Ba2Ca1Cu2O6.08,92.0
1340,Lu0.6Pr0.4Ba1.7Sr0.3Cu3O6.91,47.0
1342,Y0.7Ca0.1Pr0.2Ba2Cu3O6.95,77.1
1343,Ce0.94La0.06Ru2,6.55
1345,Hg0.5Pb0.5Ba2Ca2Cu3O8.45,103.0
1346,Y1Os2Si2,1.1
1347,Ba1.7K0.3Pb0.95Bi0.05O4,11.0
1348,Li2Ir1Si3,3.75
1351,Y1Ba2Cu2.97Zn0.03O6.93,81.0
1352,Nb0.8Zr0.2,10.9
1354,Li2Pt3B0.99Al0.01,2.86
1359,Co1Si2,1.306666667
1360,V3Si0.68Ga0.32,9.4
1361,Gd1Ba1.7Pr0.3Cu3O7.06,22.9
1362,Hg0.85Re0.15Ba1.44Sr0.56Ca2Cu3O8,128.7
1363,U0.85Mo0.15,2.105
1365,Ba4C60,6.75
1367,Y1Ba2Cu4O8.043,80.0
1368,Ga0.8Ge0.2V3,13.6
1369,La1.825Sr0.175Cu0.985Ni0.015O4,25.0
1370,Tl1Sr1.5Tm0.5Ca1Cu2O7,84.0
1373,Gd1Ba2Cu3H0.43O6.89,82.0
1374,Y1Ba2Cu2.96Co0.04O7,91.5
1375,Mo1B0.03C0.82,11.8
1376,Y2Tl2Sr2Cu3O11,45.0
1377,Y0.7Ca0.3Ba1.7La0.3Cu3O6.92,82.0
1380,Ba1Ti2Sb0.8Bi1.2O1,4.02
1381,Mg1C0.965Ni3,6.3
1382,B1Ta1,4.0
1383,Nb50Zr40Hf10,10.1
1384,Y0.9Ca0.1Ba2Cu3O6.98,81.8
1386,Ag7F2H1O8,1.5
1387,Ba1Fe1.782Co0.218As2,14.1
1388,Cd1C1Ni3,3.133333333
1389,Y1Ba2.01Cu2.7Co0.3O6.8,36.0
1390,Au1Te2,1.3666666669999998
1391,La0.7Sm0.3Bi1S2F0.5O0.5,3.11
1392,Y1Ni1.46Pd0.54B2C1,10.1
1393,C0.8N0.2Sr2Cu1O5.45,31.0
1394,Tl2Ba2Ca2Cu3O9.841,110.0
1395,B3Nb1,9.96
1396,La1Fe1As1F0.075O0.925,21.6
1397,V2Hf0.9Nb0.1,9.93
1398,La1.85Sr0.15Cu0.996Co0.004O4,30.0
1399,Y1Ba2Cu2.7Zn0.3O6.74,45.0
1400,Gd1Ba2Cu4O8,72.66666667
1401,Ba1Pb0.8Bi0.2O3,9.875
1402,Be22Mo0.6Re0.4,8.3
1403,Sm0.9U0.1Fe1As1O1,47.0
1404,V0.745Ga0.228Al0.027,13.05
1408,Pd2Y0.95Gd0.05Sn1,2.41
1409,Nb3Rh0.98Au0.02,2.53
1411,Y1Ba1.9La0.1Cu3O6.96,93.5
1412,Ba0.85K0.15Ti2Sb2O1,5.86
1413,Ru0.925Rh0.075Sr2Gd1Cu2O8,29.8
1414,Tl1Mo6Se7.5,12.2
1415,Y1Ba2Cu2.94Ga0.06O7,87.99
1416,Y0.8Ca0.2Ba2Cu2.8Al0.2O6.88,89.1
1417,Y0.9Ca0.1Ba1.9La0.1Cu3O6.96,82.0
1418,Pr1.5725Y0.2775Ce0.15Cu1O4,11.0
1421,Th3Rh4Sn13,1.9
1422,Li1.08Ti1.92O4,11.8
1423,C1.95Y1,3.86
1424,Nb3Sn0.5Ga0.5,16.4
1425,Tl1Sr2Ca1Cu2O6.58,43.0
1426,Tl2Ba2Ca1Cu2O7,108.0
1427,Pb0.928Sn0.232Ti2Se5.16,4.53
1429,Ce1Fe1As0.6P0.4F0.05O0.95,16.0
1430,Nb1Ta2Sn1,10.8
1431,In0.92Sn0.08,4.25
1432,Au16.7Pd16.6Te66.7,4.6
1433,Eu1Ba2Cu2.8Co0.2O6.98,55.3
1436,La1Ir1Si1,2.3
1437,Tm1Ba2Cu3O6.87,83.6
1438,U0.9Np0.1Co1Ga5,7.2
1439,Y0.6Th1.4C2.7,14.4
1440,Nd0.85La1Ce0.15Cu1O4,15.0
1443,Gd1Ba1.8Pr0.2Cu3O7.01,44.5
1445,Cd0.1In0.9La3,9.55
1446,Sn0.901In0.099Te1,1.746
1448,Nb1N1.08O0.27,12.8
1449,Th0.2Zr0.8,3.3
1450,Ce1Co1In4.9835Cd0.0165,2.15
1451,C0.8N0.2Sr2Cu1O5.35,31.0
1453,S1Se1Ta1,3.7
1455,Nb25Ti65Zr10,7.7
1456,Y1Ni1.7Mn0.3B2C1,5.7
1458,Re0.52W0.48,5.2
1459,Co0.44Mo0.56,13.0
1460,Er1Ba2Cu2.73Zn0.24Fe0.03O6.92,43.0
1461,Ge0.045Nb0.955,4.15
1463,Mo5P1B2,8.7
1464,Li2Pd2.55Ni0.45B1,6.58
1466,Be22Re0.95Os0.05,9.2
1467,La1Ru2.94Co0.06Si2,6.62
1468,Tl1Sr2Ca0.3Y0.7Cu2O6.97,92.0
1469,Pb1Sr2Y0.62Ca0.38Cu3O8,71.0
1470,Zr1Ru1P0.8B0.2,5.4
1471,C0.6Mo4.8Si0.3,7.6
1472,Y1Ba2Cu3O6.516,58.2
1473,Tb1Sr2Cu2.7Mo0.3O7.15,37.0
1475,Y1Ba2Cu3Li0.3O7,86.0
1477,La1Fe0.9Ru0.1As1F0.11O0.89,23.65
1478,Y0.6Pr0.4Ba2Cu3O6.97,40.0
1479,Si0.3V0.7,16.95
1481,Nb3Sb0.1Sn0.9,17.04
1483,Rh0.03Zr0.97,5.626666667
1484,C1Ta2,1.63
1487,Ca1K1Fe4As4,33.1
1488,Cr2Ru1,2.02
1489,Pb1Nb1S3,2.46
1491,Co0.032Ti0.968,2.84
1492,Y0.9Pr0.1Ba2Cu3O6.97,88.1
1494,Nb0.99Cr0.01N1,1.2
1496,Fe0.97Zn0.03Se0.3Te0.7,11.8
1497,C0.55Sr2.03Ca0.62Y0.35Cu2.35O6.79,60.0
1498,Li0.05Zr1N1Cl1,15.0
1500,Pb0.9Sb0.1,6.28
1501,Y1Ru4P12,8.5
1503,La1.77Sr0.23Cu0.96Mn0.04O4,37.0
1504,Mg0.86Al0.14B2,35.1
1505,La0.933Gd0.067Sn3,4.64
1506,La2.9889Gd0.0111In1,7.92
1507,Sr1.7K0.3Cu1C1O5,16.0
1508,Lu0.75Pr0.25Ba1.7Sr0.3Cu3O6.9,66.0
1510,Ce1Bi1S2F0.9O0.34,3.51
1511,Y1Os4P12,3.0
1513,Ba1Fe1.886Rh0.114As2,24.9
1514,Na1Fe0.981Co0.019As1,19.3
1516,Ca0.875Pr0.125Fe2As2,49.0
1517,Mo0.25Ru0.75,2.6
1518,Hg1Sm0.5In0.5Pb2,6.9
1519,Y1Ba2Cu2.97Zn0.03O6.85,77.0
1520,Mg0.988Fe0.012B2,33.45
1521,Nd1Bi0.94Pb0.06S2F0.3O0.7,5.56
1522,Bi2Sr2Ca0.8Ce0.2Cu2O8,17.0
1523,Bi1.95Sr1.65La0.4Cu1F0.6O5.6,25.1
1525,Rh24Zr76,3.67
1528,Pr0.88La1Ce0.12Cu1O3.908,27.0
1529,Th1Pt2Ge2,1.1
1530,Ca0.2Ba1.55La1.25Cu3O7.159,68.7
1531,Bi2Sr1.7Ca1.3Cu2O8.211,78.7
1533,In0.017Sn0.983,3.625
1534,Ca1Fe0.8Ni0.2As1F1,3.92
1535,As3La4,6.5
1537,Li2.6Ti2.7O4,10.9
1538,V50Ti45Ta5,4.55
1539,Na0.22Co1H1.8O2.85,4.45
1540,V2Ta1Sn1,2.8
1542,Ba0.13O3W1,1.9
1543,La1.3Ba1.5Sr0.2Cu3O6.901,43.8
1544,Ho0.8La0.2Ni2B2C1,1.3
1546,La1.906Ba0.094Cu1O4,32.0
1547,Gd0.99Ca0.01Ba1Sr1Cu3O6.9198,70.5
1550,Y1Ba1Sr1Cu2.85Sn0.15O7.06,63.8
1551,Y1Mo6S7,2.66
1552,Er1Os1.1Sn2.7,1.3
1553,Ca4Al2Fe2P2O5.8,17.0
1554,Tl1Sr2Ca0.2Pr0.8Cu2O7,38.0
1556,Ga25Mn14V61,4.22
1560,Tl1Sr2Ca1Cu2O6.52,23.0
1561,Cr0.071Nb0.929,6.95
1563,Y1Sr2Cu2.7Co0.3O6.5,13.0
1565,Cu0.5C0.5Sr2Ca1Cu5O10.8,41.0
1566,Ba1Ti2Sb1.4Sn0.6O1,2.49
1567,Sr0.9Gd0.1Cu1O2,43.5
1568,Ba0.6K0.4Bi0.979Pr0.021O3,23.5
1571,Ca1Fe1.92Co0.08As2,20.4
1572,V0.5Sr2.4Ca3.6Cu5.5O13.55,75.0
1574,La1Pt0.5Ni0.5Si1,2.285
1575,Ba0.6K0.4Bi0.8Pb0.2O3,14.7
1576,Y1Pt2Si2,1.57
1577,K0.8Fe1.76Se2,31.15
1578,Ba0.88K0.12Fe2As2,10.0
1580,Nb0.29Re0.71,5.61
1581,Bi2Sr2Ca2Cu2I0.86O8.21,50.6
1582,Cu0.7Zn0.3Ir2S4,2.95
1583,Sm1Ba2Cu3O6.709,59.8
1586,Ta1Se1.5Te0.5,1.2
1588,Au0.427Ga0.573,1.3780000000000001
1589,Mg0.88Ir0.12B2,18.0
1590,Nb3Sn0.4Ga0.6,14.6
1594,Tl1Mo3Te3,5.84
1595,La1.25Ba1.5Ca0.25Cu3O6.74,70.0
1597,Bi1.6Sr0.4Yb0.75Ca0.25Cu3O6.072,27.0
1599,V0.55Ge0.1Al0.35,5.4
1600,Pd50.745Ti0.255Sb49,1.61
1602,Bi0.1Pb0.4La1.4Sr1.1Cu2O5.84,25.0
1603,La1.82Sr0.18Cu1O3.987,33.0
1604,Rh0.88Ti0.12,4.0
1605,Pd1Tl1Pb1,1.78
1606,Cu1Co1.99Cr0.01S4,3.62
1607,H0.1Nb0.9,7.38
1608,K2Rb1C60,22.4
1611,Th0.9La0.3Ru2,4.45
1612,C6Sr1,1.65
1613,Mo0.22U0.78,2.06
1614,Ba0.6K0.4O3,30.7
1616,Y1Ba1.8La0.2Cu3O6.85,51.4
1617,Si0.05V0.95,2.95
1619,Nb0.75Rh1.25,2.7
1620,Nb0.8Ga0.14Ni0.06,8.7
1621,La1.85Ca0.082Ba0.068Cu1O4,20.0
1622,Au0.328Ga0.672,1.6680000000000001
1623,Zr1Os1Si1,1.72
1624,Cr0.0033V0.9967,5.07
1626,Ba1Ge3,4.0
1627,Ca10Pt3.41Fe9.59As18,7.38
1628,La0.99Pr0.01,5.265
1629,Cd0.0263Pb0.9737,7.124
1631,Ga0.2V0.8,12.5
1632,La1.9Ba0.1Cu0.99Ni0.01O4,17.0
1633,Yb0.7Ca0.3Ba1.6Sr0.4Cu3O6.43,65.3
1635,Ca1Fe0.83Co0.17As1H1,19.0
1636,Mo0.1215Ti0.8785,3.5
1637,Tl1.7Ba2Ca2.3Cu3O9.82,116.0
1640,La1.875Ba0.005Sr0.12Cu1O4,31.1
1642,Cd1Mo6S8,1.8
1643,Pr1.11Gd0.74Ce0.15Cu1O4,12.5
1645,Sb0.25Ti0.75,6.26
1647,Y0.14Tm0.85Ba2Cu3O7,91.0
1648,Y1Ba1.5La0.5Cu3O7.19,38.3
1649,Ba1Pd0.2Si1.8,2.91
1650,Li0.9Mg0.1,11.0
1651,La1.73Sr0.27Cu0.94Ti0.06O4,30.0
